horizon,arm,origin,seed,val_RMSE,test_RMSE,test_MAE,pers_RMSE,pers_MAE,elapsed
3,direct,0.65,0,79.82776641845703,30.921483993530273,15.81369400024414,11.340509414672852,5.244285583496094,204.4
3,direct,0.65,1,78.7872314453125,26.8627986907959,15.336414337158203,11.340509414672852,5.244285583496094,168.5
3,physics,0.7,1,12.487945556640625,19.15273666381836,7.329357624053955,15.7118501663208,6.584691524505615,107.4
3,direct,0.7,0,24.656227111816406,35.28775405883789,18.333768844604492,15.7118501663208,6.584691524505615,43.0
3,direct,0.7,1,24.431028366088867,35.046180725097656,20.803346633911133,15.7118501663208,6.584691524505615,76.7
3,direct,0.65,2,81.64765167236328,27.9080753326416,14.61395263671875,11.340509414672852,5.244285583496094,219.3
3,physics,0.7,0,11.934274673461914,15.390388488769531,6.236104965209961,15.7118501663208,6.584691524505615,206.3
3,direct,0.7,2,22.351200103759766,32.95164489746094,14.115303039550781,15.7118501663208,6.584691524505615,96.3
3,physics,0.7,2,12.548980712890625,16.101280212402344,6.488300800323486,15.7118501663208,6.584691524505615,167.6
3,direct,0.75,0,34.74139404296875,31.0775089263916,17.83920669555664,29.548784255981445,10.929333686828613,40.8
3,direct,0.75,2,32.0489387512207,28.25175666809082,14.979570388793945,29.548784255981445,10.929333686828613,107.1
3,physics,0.75,1,16.14520263671875,28.724761962890625,11.752174377441406,29.548784255981445,10.929333686828613,190.4
3,physics,0.8,0,27.375728607177734,20.259862899780273,12.253350257873535,21.96774673461914,12.876190185546875,213.4
3,direct,0.75,1,31.56706428527832,26.037094116210938,13.485945701599121,29.548784255981445,10.929333686828613,238.4
3,physics,0.8,1,28.190067291259766,21.138015747070312,12.807124137878418,21.96774673461914,12.876190185546875,127.6
3,physics,0.75,0,15.505183219909668,28.571748733520508,11.31026840209961,29.548784255981445,10.929333686828613,354.9
3,physics,0.8,2,28.511383056640625,20.855350494384766,12.714014053344727,21.96774673461914,12.876190185546875,150.3
3,physics,0.75,2,15.937273979187012,28.774826049804688,11.601463317871094,29.548784255981445,10.929333686828613,357.2
3,direct,0.8,0,28.15829849243164,31.277034759521484,18.613248825073242,21.96774673461914,12.876190185546875,115.1
3,direct,0.8,2,27.8253231048584,31.718759536743164,18.148529052734375,21.96774673461914,12.876190185546875,127.3
3,direct,0.8,1,26.464086532592773,30.18221664428711,17.942073822021484,21.96774673461914,12.876190185546875,148.1
3,direct,0.85,0,27.016817092895508,35.97869110107422,20.478740692138672,30.963665008544922,15.473650932312012,47.9
3,direct,0.85,1,23.36966323852539,30.55513572692871,18.149803161621094,30.963665008544922,15.473650932312012,70.6
