arm,origin,seed,val_RMSE,test_RMSE,test_MAE,bias,pers_RMSE,pers_MAE,elapsed,cap_c,damp_alpha
waning_26w,0.55,0,20.078371047973633,47.8585090637207,22.910417556762695,-12.790753364562988,45.49281311035156,22.0325927734375,80.3,,
waning_26w,0.55,1,20.07851219177246,47.91184616088867,22.928302764892578,-12.85081672668457,45.49281311035156,22.0325927734375,86.3,,
waning_26w,0.6,0,42.320777893066406,55.53206253051758,29.39535903930664,19.088708877563477,48.71405792236328,23.578571319580078,73.0,,
waning_26w,0.55,2,20.07854461669922,47.85822296142578,22.91067123413086,-12.791882514953613,45.49281311035156,22.0325927734375,93.8,,
v2,0.9,0,29.301565170288086,31.877431869506836,16.310117721557617,-3.8185343742370605,32.859073638916016,17.084285736083984,372.7,,
waning_26w,0.6,1,42.12302780151367,58.91741943359375,31.316171646118164,21.86077880859375,48.71405792236328,23.578571319580078,67.8,,
waning_26w,0.6,2,42.469383239746094,56.44536590576172,30.086124420166016,20.338478088378906,48.71405792236328,23.578571319580078,78.0,,
v2,0.9,1,29.14159393310547,31.749677658081055,16.361440658569336,-2.3217709064483643,32.859073638916016,17.084285736083984,379.4,,
waning_26w,0.7,0,12.194520950317383,15.161059379577637,6.2905049324035645,-0.479836642742157,15.7118501663208,6.584691524505615,125.6,,
v2,0.9,2,29.295032501220703,32.7860107421875,16.85331916809082,-0.6108818650245667,32.859073638916016,17.084285736083984,465.8,,
waning_26w,0.7,1,12.1935396194458,15.160770416259766,6.289575099945068,-0.49267467856407166,15.7118501663208,6.584691524505615,110.0,,
waning_26w,0.7,2,12.194376945495605,15.161080360412598,6.290592193603516,-0.47953733801841736,15.7118501663208,6.584691524505615,89.1,,
waning_26w,0.65,2,44.614830017089844,12.0393648147583,5.714784145355225,1.5153155326843262,11.340509414672852,5.244285583496094,399.7,,
waning_26w,0.65,0,44.328941345214844,12.148516654968262,5.790943622589111,1.7034329175949097,11.340509414672852,5.244285583496094,416.4,,
waning_26w,0.65,1,44.397796630859375,12.161985397338867,5.798893451690674,1.7244114875793457,11.340509414672852,5.244285583496094,418.8,,
waning_26w,0.8,0,28.152637481689453,20.842496871948242,12.580304145812988,0.29453372955322266,21.96774673461914,12.876190185546875,116.4,,
