variant,origin,seed,val_RMSE,val_MAE,test_RMSE,test_MAE,pred_mean,truth_mean,epochs_used,elapsed,cfg_arch,cfg_inputs,cfg_norm,cfg_proj,cfg_head,cfg_horizon_lam,cfg_coupling,cfg_sim,cfg_state,cfg_loss,cfg_omega,cfg_gamma,cfg_rho,cfg_s0,cfg_lambda_max,cfg_epochs,cfg_lr,cfg_hidden,cfg_depletion,cfg_learn_rho,cfg_learn_rates,learned_rho_mult,learned_omega,learned_gamma,cfg_beta_district,cfg_seasonal,cfg_mod_clamp,learned_e_scale,learned_i_scale,cfg_learn_state
best_A_B,0.85,2,23.804655075073242,14.415410041809082,61.885536193847656,27.333850860595703,33.227760314941406,50.54822540283203,100,17.4,STGAT,cases,orig,linear1,sigmoid,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,0,,,,,,,,,,,,
lam_per_week,0.55,0,32.76481246948242,14.76298999786377,66.53038024902344,25.883317947387695,36.546268463134766,51.89012145996094,100,22.1,STGAT,cases,orig,linear1,sigmoid,per_week,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,0,,,,,,,,,,,,
lam_per_week,0.55,1,32.72821807861328,14.745513916015625,66.45435333251953,25.91301155090332,37.19406509399414,51.89012145996094,100,22.1,STGAT,cases,orig,linear1,sigmoid,per_week,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,0,,,,,,,,,,,,
lam_per_week,0.55,2,33.06686782836914,15.231431007385254,66.71142578125,26.217985153198242,37.61813735961914,51.89012145996094,100,22.3,STGAT,cases,orig,linear1,sigmoid,per_week,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,0,,,,,,,,,,,,
lam_per_week,0.7,0,16.035154342651367,7.221957683563232,24.646366119384766,11.428483009338379,14.432523727416992,19.014223098754883,100,22.7,STGAT,cases,orig,linear1,sigmoid,per_week,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,0,,,,,,,,,,,,
lam_per_week,0.7,1,16.36509132385254,8.002963066101074,24.580564498901367,11.702632904052734,15.952211380004883,19.014223098754883,100,23.0,STGAT,cases,orig,linear1,sigmoid,per_week,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,0,,,,,,,,,,,,
lam_per_week,0.7,2,16.45673179626465,7.933548450469971,24.582088470458984,11.590106010437012,15.90693187713623,19.014223098754883,100,23.0,STGAT,cases,orig,linear1,sigmoid,per_week,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,0,,,,,,,,,,,,
head_exp,0.55,2,32.469966888427734,15.184661865234375,66.18108367919922,26.30391502380371,38.69224166870117,51.89012145996094,76,15.1,STGAT,cases,orig,linear1,exp,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,0,,,,,,,,,,,,
head_exp,0.55,1,32.531192779541016,15.520538330078125,66.1136474609375,26.473140716552734,38.9747200012207,51.89012145996094,76,15.2,STGAT,cases,orig,linear1,exp,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,0,,,,,,,,,,,,
head_exp,0.55,0,32.53314971923828,15.198808670043945,66.35321044921875,26.285295486450195,38.31497573852539,51.89012145996094,79,15.6,STGAT,cases,orig,linear1,exp,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,0,,,,,,,,,,,,
lam_per_week,0.85,0,23.603914260864258,14.145654678344727,61.8609619140625,27.255525588989258,32.26576232910156,50.54822540283203,100,21.9,STGAT,cases,orig,linear1,sigmoid,per_week,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,0,,,,,,,,,,,,
lam_per_week,0.85,1,23.595382690429688,14.26435375213623,61.73707962036133,27.18649673461914,32.80603790283203,50.54822540283203,100,22.1,STGAT,cases,orig,linear1,sigmoid,per_week,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,0,,,,,,,,,,,,
lam_per_week,0.85,2,23.769153594970703,14.403449058532715,61.796478271484375,27.29146957397461,33.20355224609375,50.54822540283203,100,22.1,STGAT,cases,orig,linear1,sigmoid,per_week,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,0,,,,,,,,,,,,
head_exp,0.7,1,16.741168975830078,9.493185997009277,24.555038452148438,12.574007034301758,18.338022232055664,19.014223098754883,76,16.7,STGAT,cases,orig,linear1,exp,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,0,,,,,,,,,,,,
head_exp,0.7,0,16.676244735717773,9.242318153381348,24.462032318115234,12.314703941345215,18.040939331054688,19.014223098754883,79,16.9,STGAT,cases,orig,linear1,exp,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,0,,,,,,,,,,,,
head_exp,0.7,2,16.741790771484375,9.186365127563477,24.5035343170166,12.280303955078125,17.81429672241211,19.014223098754883,79,17.2,STGAT,cases,orig,linear1,exp,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,0,,,,,,,,,,,,
head_exp,0.85,0,23.817840576171875,14.412619590759277,61.90278625488281,27.37936782836914,33.14761734008789,50.54822540283203,100,22.5,STGAT,cases,orig,linear1,exp,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,0,,,,,,,,,,,,
head_exp,0.85,1,23.83273696899414,14.424111366271973,61.901954650878906,27.36825942993164,33.149208068847656,50.54822540283203,100,22.5,STGAT,cases,orig,linear1,exp,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,0,,,,,,,,,,,,
head_mass,0.55,0,32.14955520629883,14.911722183227539,59.476627349853516,21.97297477722168,43.354637145996094,51.89012145996094,61,12.2,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,0,,,,,,,,,,,,
head_exp,0.85,2,23.836545944213867,14.501141548156738,61.90163803100586,27.44582748413086,33.312625885009766,50.54822540283203,100,22.7,STGAT,cases,orig,linear1,exp,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,0,,,,,,,,,,,,
head_mass,0.55,1,32.16054153442383,14.908546447753906,59.49968719482422,21.97325897216797,43.32459259033203,51.89012145996094,61,12.0,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,0,,,,,,,,,,,,
head_mass,0.55,2,32.136512756347656,14.913190841674805,59.5194206237793,21.999910354614258,43.322757720947266,51.89012145996094,61,12.0,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,0,,,,,,,,,,,,
