variant,origin,seed,val_RMSE,val_MAE,test_RMSE,test_MAE,pred_mean,truth_mean,epochs_used,elapsed,cfg_arch,cfg_inputs,cfg_norm,cfg_proj,cfg_head,cfg_horizon_lam,cfg_coupling,cfg_sim,cfg_state,cfg_loss,cfg_omega,cfg_gamma,cfg_rho,cfg_s0,cfg_lambda_max,cfg_epochs,cfg_lr,cfg_hidden,cfg_depletion,cfg_learn_rho,cfg_learn_rates,learned_rho_mult,learned_omega,learned_gamma,cfg_beta_district,cfg_seasonal,cfg_mod_clamp,learned_e_scale,learned_i_scale,cfg_learn_state
mass_s_partial,0.7,1,12.950224876403809,5.751674652099609,22.3336181640625,10.507054328918457,18.489591598510742,19.014223098754883,82,17.8,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,0,0.25,False,False,,,,,,,,,
mass_s_partial,0.7,0,12.979496002197266,5.711716175079346,22.317829132080078,10.479596138000488,17.924034118652344,19.014223098754883,88,18.8,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,0,0.25,False,False,,,,,,,,,
mass_s_partial,0.7,2,12.940333366394043,5.733451843261719,22.362224578857422,10.490594863891602,18.36760902404785,19.014223098754883,85,18.7,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,0,0.25,False,False,,,,,,,,,
mass_s_partial,0.85,0,22.841718673706055,13.590353012084961,49.06398391723633,21.879467010498047,45.155155181884766,50.54822540283203,100,23.4,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,0,0.25,False,False,,,,,,,,,
mass_s_partial,0.85,1,22.839378356933594,13.58131217956543,48.969276428222656,21.863550186157227,45.1910400390625,50.54822540283203,100,23.1,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,0,0.25,False,False,,,,,,,,,
mass_s_partial,0.85,2,22.839996337890625,13.583559036254883,48.9962272644043,21.866371154785156,45.16043472290039,50.54822540283203,100,23.2,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,0,0.25,False,False,,,,,,,,,
mass_s0_high,0.55,0,25.213075637817383,14.141725540161133,51.464332580566406,21.73198127746582,54.71521759033203,51.89012145996094,73,14.2,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.486,0.14285714285714285,100,0.003,0,1.0,False,False,,,,,,,,,
mass_s0_high,0.55,2,25.568592071533203,15.074616432189941,52.26835632324219,23.071348190307617,58.50060272216797,51.89012145996094,70,13.7,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.486,0.14285714285714285,100,0.003,0,1.0,False,False,,,,,,,,,
mass_s0_high,0.55,1,25.619884490966797,12.958722114562988,52.489383697509766,20.273714065551758,44.71128463745117,51.89012145996094,88,17.1,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.486,0.14285714285714285,100,0.003,0,1.0,False,False,,,,,,,,,
mass_s0_high,0.7,0,14.242761611938477,6.4845476150512695,23.553722381591797,11.332914352416992,18.816221237182617,19.014223098754883,73,15.1,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.486,0.14285714285714285,100,0.003,0,1.0,False,False,,,,,,,,,
mass_s0_high,0.7,1,14.111749649047852,6.408438205718994,23.470571517944336,11.285592079162598,18.656307220458984,19.014223098754883,73,14.9,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.486,0.14285714285714285,100,0.003,0,1.0,False,False,,,,,,,,,
mass_s0_high,0.7,2,14.185677528381348,6.359254837036133,23.52911376953125,11.245368003845215,18.210046768188477,19.014223098754883,73,15.4,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.486,0.14285714285714285,100,0.003,0,1.0,False,False,,,,,,,,,
mass_s0_high,0.85,0,23.582881927490234,14.260059356689453,58.36134719848633,25.060903549194336,37.79634094238281,50.54822540283203,91,20.7,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.486,0.14285714285714285,100,0.003,0,1.0,False,False,,,,,,,,,
mass_s0_high,0.85,1,23.52756118774414,14.252449989318848,58.30427551269531,25.034069061279297,38.997108459472656,50.54822540283203,85,19.4,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.486,0.14285714285714285,100,0.003,0,1.0,False,False,,,,,,,,,
mass_s0_high,0.85,2,23.539825439453125,14.239213943481445,58.3425178527832,25.04465675354004,38.574214935302734,50.54822540283203,85,19.2,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.486,0.14285714285714285,100,0.003,0,1.0,False,False,,,,,,,,,
mass_s0_low,0.55,0,29.099956512451172,15.03003978729248,55.75708770751953,22.317279815673828,38.90676498413086,51.89012145996094,94,18.2,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.09199999999999997,0.14285714285714285,100,0.003,0,1.0,False,False,,,,,,,,,
mass_s0_low,0.55,1,29.178123474121094,15.109066009521484,55.810943603515625,22.40814208984375,38.74495315551758,51.89012145996094,91,17.5,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.09199999999999997,0.14285714285714285,100,0.003,0,1.0,False,False,,,,,,,,,
mass_s0_low,0.55,2,29.15105438232422,15.016109466552734,55.8505973815918,22.33350944519043,38.905250549316406,51.89012145996094,91,17.4,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.09199999999999997,0.14285714285714285,100,0.003,0,1.0,False,False,,,,,,,,,
mass_s0_low,0.7,1,14.719873428344727,6.171468734741211,23.499052047729492,11.109888076782227,14.133773803710938,19.014223098754883,97,20.0,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.09199999999999997,0.14285714285714285,100,0.003,0,1.0,False,False,,,,,,,,,
mass_s0_low,0.7,0,14.696218490600586,6.154600620269775,23.45804214477539,11.091209411621094,14.184338569641113,19.014223098754883,100,21.1,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.09199999999999997,0.14285714285714285,100,0.003,0,1.0,False,False,,,,,,,,,
mass_s0_low,0.7,2,14.658019065856934,6.150781631469727,23.35939598083496,11.083645820617676,14.223464012145996,19.014223098754883,97,20.4,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.09199999999999997,0.14285714285714285,100,0.003,0,1.0,False,False,,,,,,,,,
mass_s0_low,0.85,0,23.9591007232666,14.563220024108887,53.7459716796875,24.333663940429688,37.18403244018555,50.54822540283203,97,22.6,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.09199999999999997,0.14285714285714285,100,0.003,0,1.0,False,False,,,,,,,,,
mass_s0_low,0.85,2,23.947233200073242,14.543685913085938,53.77260208129883,24.34600830078125,37.157989501953125,50.54822540283203,94,21.7,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.09199999999999997,0.14285714285714285,100,0.003,0,1.0,False,False,,,,,,,,,
mass_s0_low,0.85,1,23.981409072875977,14.573651313781738,53.874183654785156,24.480070114135742,36.90217971801758,50.54822540283203,100,23.0,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.09199999999999997,0.14285714285714285,100,0.003,0,1.0,False,False,,,,,,,,,
mass_rho25,0.55,1,22.339004516601562,12.106104850769043,44.008323669433594,18.73800277709961,51.409217834472656,51.89012145996094,85,16.1,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.4,0.31799999999999995,0.14285714285714285,100,0.003,0,1.0,False,False,,,,,,,,,
mass_rho25,0.55,0,22.341737747192383,12.114152908325195,44.030147552490234,18.730634689331055,50.660316467285156,51.89012145996094,88,16.8,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.4,0.31799999999999995,0.14285714285714285,100,0.003,0,1.0,False,False,,,,,,,,,
mass_rho25,0.55,2,22.324054718017578,12.085347175598145,43.9924430847168,18.710866928100586,50.940338134765625,51.89012145996094,85,16.3,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.4,0.31799999999999995,0.14285714285714285,100,0.003,0,1.0,False,False,,,,,,,,,
mass_rho25,0.7,1,12.935171127319336,5.751796245574951,22.34325408935547,10.510048866271973,18.5268497467041,19.014223098754883,82,17.0,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.4,0.31799999999999995,0.14285714285714285,100,0.003,0,1.0,False,False,,,,,,,,,
mass_rho25,0.7,0,12.940113067626953,5.719188213348389,22.33048439025879,10.48287296295166,18.054359436035156,19.014223098754883,88,17.9,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.4,0.31799999999999995,0.14285714285714285,100,0.003,0,1.0,False,False,,,,,,,,,
mass_rho25,0.7,2,12.932181358337402,5.692258358001709,22.328678131103516,10.45904541015625,17.90497398376465,19.014223098754883,97,20.0,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.4,0.31799999999999995,0.14285714285714285,100,0.003,0,1.0,False,False,,,,,,,,,
mass_rho25,0.85,0,22.83868980407715,13.577330589294434,48.74714660644531,21.81854248046875,45.73866271972656,50.54822540283203,100,22.8,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.4,0.31799999999999995,0.14285714285714285,100,0.003,0,1.0,False,False,,,,,,,,,
mass_rho25,0.85,1,22.84139060974121,13.584301948547363,48.89562225341797,21.862436294555664,45.21022415161133,50.54822540283203,100,22.6,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.4,0.31799999999999995,0.14285714285714285,100,0.003,0,1.0,False,False,,,,,,,,,
mass_rho30,0.55,0,35.91570281982422,18.11286163330078,66.49089813232422,26.101198196411133,33.07685089111328,51.89012145996094,76,14.7,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.03333333333333333,0.31799999999999995,0.14285714285714285,100,0.003,0,1.0,False,False,,,,,,,,,
mass_rho30,0.55,1,35.79840087890625,18.080482482910156,66.33501434326172,26.07073211669922,33.12722396850586,51.89012145996094,76,14.9,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.03333333333333333,0.31799999999999995,0.14285714285714285,100,0.003,0,1.0,False,False,,,,,,,,,
mass_rho25,0.85,2,22.84736442565918,13.59077262878418,48.926719665527344,21.871807098388672,45.11930465698242,50.54822540283203,100,22.5,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.4,0.31799999999999995,0.14285714285714285,100,0.003,0,1.0,False,False,,,,,,,,,
mass_rho30,0.55,2,35.81143569946289,18.099895477294922,66.37572479248047,26.092893600463867,33.15178298950195,51.89012145996094,76,14.9,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.03333333333333333,0.31799999999999995,0.14285714285714285,100,0.003,0,1.0,False,False,,,,,,,,,
mass_rho30,0.7,0,17.008289337158203,7.134347438812256,25.429489135742188,12.083826065063477,11.779930114746094,19.014223098754883,79,17.1,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.03333333333333333,0.31799999999999995,0.14285714285714285,100,0.003,0,1.0,False,False,,,,,,,,,
mass_rho30,0.85,1,25.90024757385254,15.93056583404541,61.06206512451172,28.22015953063965,30.72260856628418,50.54822540283203,76,17.8,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.03333333333333333,0.31799999999999995,0.14285714285714285,100,0.003,0,1.0,False,False,,,,,,,,,
mass_rho30,0.85,0,25.860326766967773,15.911248207092285,61.03022766113281,28.182235717773438,30.751840591430664,50.54822540283203,79,18.4,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.03333333333333333,0.31799999999999995,0.14285714285714285,100,0.003,0,1.0,False,False,,,,,,,,,
mass_rho30,0.7,1,17.06187629699707,7.161100387573242,25.4829158782959,12.111573219299316,11.720213890075684,19.014223098754883,91,19.6,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.03333333333333333,0.31799999999999995,0.14285714285714285,100,0.003,0,1.0,False,False,,,,,,,,,
mass_rho30,0.7,2,17.079103469848633,7.165365695953369,25.498865127563477,12.115997314453125,11.725061416625977,19.014223098754883,91,19.6,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.03333333333333333,0.31799999999999995,0.14285714285714285,100,0.003,0,1.0,False,False,,,,,,,,,
mass_rho30,0.85,2,25.87959861755371,15.917057037353516,61.04033660888672,28.1905460357666,30.79576873779297,50.54822540283203,76,17.6,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.03333333333333333,0.31799999999999995,0.14285714285714285,100,0.003,0,1.0,False,False,,,,,,,,,
mass_learn_rho,0.55,0,32.179386138916016,14.912373542785645,59.52539825439453,21.969276428222656,43.225372314453125,51.89012145996094,61,11.7,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,0,1.0,True,False,0.997004508972168,,,,,,,,
mass_learn_rho,0.55,1,32.19064712524414,14.909515380859375,59.54873275756836,21.969743728637695,43.19501495361328,51.89012145996094,61,11.7,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,0,1.0,True,False,0.997004508972168,,,,,,,,
mass_learn_rho,0.55,2,32.16653060913086,14.913869857788086,59.568145751953125,21.996274948120117,43.19332504272461,51.89012145996094,61,11.6,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,0,1.0,True,False,0.997004508972168,,,,,,,,
mass_learn_rho,0.7,0,15.87058162689209,6.701955795288086,24.585966110229492,11.361477851867676,14.837833404541016,19.014223098754883,61,12.5,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,0,1.0,True,False,0.997004508972168,,,,,,,,
mass_learn_rho,0.7,1,15.854140281677246,6.698080539703369,24.58432960510254,11.360245704650879,14.818355560302734,19.014223098754883,61,12.7,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,0,1.0,True,False,0.997004508972168,,,,,,,,
mass_learn_rho,0.7,2,15.880267143249512,6.704365253448486,24.592193603515625,11.368610382080078,14.834443092346191,19.014223098754883,61,12.4,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,0,1.0,True,False,0.997004508972168,,,,,,,,
mass_learn_rho,0.85,0,23.791751861572266,14.668863296508789,62.9304313659668,27.73999786376953,28.977336883544922,50.54822540283203,100,22.5,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,0,1.0,True,False,0.82597416639328,,,,,,,,
mass_learn_rates,0.55,0,32.08628845214844,14.705954551696777,59.67323303222656,21.7675724029541,36.80857849121094,51.89012145996094,100,21.1,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,0,1.0,False,True,,0.08144999295473099,0.17292390763759613,,,,,,
mass_learn_rho,0.85,2,23.789745330810547,14.665907859802246,62.911888122558594,27.721601486206055,29.027767181396484,50.54822540283203,100,22.4,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,0,1.0,True,False,0.8274087905883789,,,,,,,,
mass_learn_rho,0.85,1,23.791179656982422,14.670706748962402,62.977264404296875,27.75479507446289,28.95297622680664,50.54822540283203,100,22.8,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,0,1.0,True,False,0.8249534368515015,,,,,,,,
mass_learn_rates,0.55,1,32.088565826416016,14.694021224975586,59.66183853149414,21.741188049316406,36.641639709472656,51.89012145996094,100,21.0,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,0,1.0,False,True,,0.0800686776638031,0.17567266523838043,,,,,,
mass_learn_rates,0.55,2,32.08893966674805,14.707355499267578,59.67942810058594,21.776887893676758,36.90146255493164,51.89012145996094,100,21.2,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,0,1.0,False,True,,0.08222220838069916,0.17155902087688446,,,,,,
mass_learn_rates,0.7,0,15.857276916503906,6.689021110534668,24.5516357421875,11.345176696777344,14.772530555725098,19.014223098754883,64,14.6,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,0,1.0,False,True,,0.09886407107114792,0.1444626897573471,,,,,,
mass_learn_rates,0.7,1,15.84188175201416,6.694352626800537,24.5761661529541,11.3580904006958,14.847877502441406,19.014223098754883,61,13.8,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,0,1.0,False,True,,0.09971489757299423,0.1432569921016693,,,,,,
mass_learn_rates,0.7,2,15.867850303649902,6.700529098510742,24.584104537963867,11.36650562286377,14.863957405090332,19.014223098754883,61,13.6,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,0,1.0,False,True,,0.09971489757299423,0.1432569921016693,,,,,,
mass_era5,0.55,0,32.152549743652344,14.906270980834961,59.47869873046875,21.967636108398438,43.33922576904297,51.89012145996094,61,11.8,STGAT,cases+era5,train_only,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,0,1.0,False,False,,,,,,,,,
mass_learn_rates,0.85,0,23.331174850463867,14.427177429199219,60.13474655151367,26.369691848754883,30.48192596435547,50.54822540283203,100,24.0,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,0,1.0,False,True,,0.07475592195987701,0.186916321516037,,,,,,
mass_learn_rates,0.85,1,23.33016586303711,14.425698280334473,60.14170837402344,26.370168685913086,30.494367599487305,50.54822540283203,100,23.8,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,0,1.0,False,True,,0.07479584217071533,0.186916321516037,,,,,,
mass_era5,0.55,1,32.14656066894531,14.896442413330078,59.457820892333984,21.96202850341797,43.3803825378418,51.89012145996094,61,11.7,STGAT,cases+era5,train_only,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,0,1.0,False,False,,,,,,,,,
mass_era5,0.55,2,32.155738830566406,14.92846393585205,59.55465316772461,22.01036834716797,43.30527114868164,51.89012145996094,61,11.7,STGAT,cases+era5,train_only,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,0,1.0,False,False,,,,,,,,,
mass_learn_rates,0.85,2,23.334604263305664,14.42844009399414,60.13145065307617,26.37102508544922,30.48175048828125,50.54822540283203,100,23.9,STGAT,cases,orig,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,0,1.0,False,True,,0.07481064647436142,0.186916321516037,,,,,,
mass_era5,0.7,0,15.585211753845215,6.57158088684082,24.530282974243164,11.30528450012207,14.799544334411621,19.014223098754883,100,22.2,STGAT,cases+era5,train_only,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,0,1.0,False,False,,,,,,,,,
mass_era5,0.7,1,15.734036445617676,6.658722877502441,24.559215545654297,11.34559440612793,14.871758460998535,19.014223098754883,100,22.1,STGAT,cases+era5,train_only,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,0,1.0,False,False,,,,,,,,,
mass_era5,0.7,2,15.599128723144531,6.553347587585449,24.542516708374023,11.34500789642334,14.562652587890625,19.014223098754883,100,21.9,STGAT,cases+era5,train_only,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,0,1.0,False,False,,,,,,,,,
mass_era5,0.85,0,23.989192962646484,14.5907621383667,60.57808303833008,26.688858032226562,35.29936981201172,50.54822540283203,100,23.4,STGAT,cases+era5,train_only,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,0,1.0,False,False,,,,,,,,,
mass_era5,0.85,1,23.9930477142334,14.59788703918457,60.566062927246094,26.667388916015625,35.46059036254883,50.54822540283203,100,23.3,STGAT,cases+era5,train_only,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,0,1.0,False,False,,,,,,,,,
mass_era5,0.85,2,24.052627563476562,14.596451759338379,60.70008087158203,26.81597900390625,34.890594482421875,50.54822540283203,100,23.5,STGAT,cases+era5,train_only,linear1,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,0,1.0,False,False,,,,,,,,,
mass_era5_mlp,0.55,1,32.09126663208008,14.865697860717773,59.38072204589844,21.92591667175293,43.385009765625,51.89012145996094,61,11.9,STGAT,cases+era5,train_only,mlp,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,16,1.0,False,False,,,,,,,,,
mass_era5_mlp,0.55,2,32.127567291259766,14.916900634765625,59.42169952392578,21.961400985717773,43.39495849609375,51.89012145996094,61,12.0,STGAT,cases+era5,train_only,mlp,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,16,1.0,False,False,,,,,,,,,
mass_era5_mlp,0.55,0,32.09830856323242,14.759848594665527,58.97431182861328,21.613252639770508,43.4184455871582,51.89012145996094,100,20.2,STGAT,cases+era5,train_only,mlp,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,16,1.0,False,False,,,,,,,,,
mass_era5_mlp,0.7,1,15.556288719177246,6.6084208488464355,24.5256404876709,11.348679542541504,15.088061332702637,19.014223098754883,100,21.7,STGAT,cases+era5,train_only,mlp,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,16,1.0,False,False,,,,,,,,,
mass_era5_mlp,0.7,0,15.724334716796875,6.663593769073486,24.528589248657227,11.350682258605957,15.0606107711792,19.014223098754883,100,21.9,STGAT,cases+era5,train_only,mlp,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,16,1.0,False,False,,,,,,,,,
mass_era5_mlp,0.7,2,15.659852981567383,6.625697612762451,24.5159912109375,11.325946807861328,15.048783302307129,19.014223098754883,100,21.6,STGAT,cases+era5,train_only,mlp,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,16,1.0,False,False,,,,,,,,,
mass_era5_mlp,0.85,0,24.01049041748047,14.636494636535645,60.47050857543945,26.607450485229492,35.870750427246094,50.54822540283203,100,20.9,STGAT,cases+era5,train_only,mlp,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,16,1.0,False,False,,,,,,,,,
mass_era5_mlp,0.85,1,23.983291625976562,14.615633964538574,60.43635559082031,26.579076766967773,35.892616271972656,50.54822540283203,100,20.7,STGAT,cases+era5,train_only,mlp,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,16,1.0,False,False,,,,,,,,,
mass_era5_mlp,0.85,2,23.973392486572266,14.585397720336914,60.485164642333984,26.5950927734375,35.67128372192383,50.54822540283203,100,17.9,STGAT,cases+era5,train_only,mlp,mass,repeat,implicit,open,flow,mse,0.09999999999999999,0.14285714285714285,0.09090909090909091,0.31799999999999995,0.14285714285714285,100,0.003,16,1.0,False,False,,,,,,,,,
