arm,origin,seed,val_RMSE,test_RMSE,test_MAE,bias,pers_RMSE,pers_MAE,elapsed,damp_alpha
damped,0.8,2,26.555715560913086,20.457929611206055,12.231412887573242,-2.0277678966522217,21.96774673461914,12.876190185546875,77.7,0.45941856503486633
damped,0.8,1,26.46507453918457,20.531871795654297,12.244209289550781,-1.7372561693191528,21.96774673461914,12.876190185546875,89.8,0.4383249580860138
damped,0.85,0,20.545948028564453,30.334497451782227,14.701340675354004,-5.04673433303833,30.963665008544922,15.473650932312012,84.0,0.4596305191516876
damped,0.85,1,20.54609489440918,30.334476470947266,14.701436042785645,-5.046658992767334,30.963665008544922,15.473650932312012,84.9,0.4597756266593933
damped,0.85,2,20.545970916748047,30.33438491821289,14.701373100280762,-5.046109676361084,30.963665008544922,15.473650932312012,88.0,0.45968934893608093
damped,0.75,2,15.526225090026855,27.64487075805664,10.817788124084473,-2.6465225219726562,29.548784255981445,10.929333686828613,203.2,0.32106873393058777
waning_52w,0.5,0,25.196392059326172,20.80984878540039,11.526650428771973,-1.1502344608306885,20.270668029785156,11.64380931854248,74.5,
waning_52w,0.5,1,24.898117065429688,20.23108673095703,11.261075019836426,-1.2073569297790527,20.270668029785156,11.64380931854248,68.8,
damped,0.9,0,29.17220115661621,31.779949188232422,16.14137077331543,-4.508298397064209,32.859073638916016,17.084285736083984,120.4,0.43850693106651306
damped,0.9,1,29.169857025146484,31.779998779296875,16.141448974609375,-4.508719444274902,32.859073638916016,17.084285736083984,118.7,0.4386850893497467
damped,0.9,2,29.172096252441406,31.7800350189209,16.14142417907715,-4.508660793304443,32.859073638916016,17.084285736083984,108.0,0.438576877117157
waning_52w,0.55,0,20.385828018188477,48.41508483886719,23.019346237182617,-12.42308235168457,45.49281311035156,22.0325927734375,44.3,
waning_52w,0.55,1,19.740718841552734,49.23345947265625,23.137514114379883,-12.933379173278809,45.49281311035156,22.0325927734375,46.3,
waning_52w,0.6,0,43.55209732055664,57.282440185546875,30.713624954223633,20.905548095703125,48.71405792236328,23.578571319580078,36.7,
waning_52w,0.55,2,20.314607620239258,48.06848907470703,22.81741714477539,-11.605896949768066,45.49281311035156,22.0325927734375,56.0,
waning_52w,0.6,1,43.06473159790039,55.25859069824219,29.421709060668945,18.877281188964844,48.71405792236328,23.578571319580078,44.9,
waning_52w,0.6,2,43.38414764404297,58.91586685180664,31.596717834472656,22.03938865661621,48.71405792236328,23.578571319580078,53.1,
waning_52w,0.65,1,48.44472885131836,11.899100303649902,5.391711711883545,0.36214563250541687,11.340509414672852,5.244285583496094,67.7,
waning_52w,0.5,2,25.058563232421875,20.995481491088867,12.094464302062988,1.7780166864395142,20.270668029785156,11.64380931854248,197.7,
waning_52w,0.7,2,11.784276008605957,16.49366569519043,6.760167598724365,1.8303282260894775,15.7118501663208,6.584691524505615,67.7,
waning_52w,0.7,0,12.080768585205078,15.5338716506958,6.420912742614746,0.2140321582555771,15.7118501663208,6.584691524505615,118.1,
waning_52w,0.65,0,46.827056884765625,11.730755805969238,5.28314208984375,0.12664715945720673,11.340509414672852,5.244285583496094,152.3,
waning_52w,0.8,0,28.403385162353516,21.141544342041016,12.724532127380371,1.0203815698623657,21.96774673461914,12.876190185546875,56.0,
waning_52w,0.75,0,15.90968132019043,30.617259979248047,11.568924903869629,0.030763061717152596,29.548784255981445,10.929333686828613,119.2,
waning_52w,0.75,1,15.951735496520996,29.63422393798828,11.564491271972656,-0.5626685619354248,29.548784255981445,10.929333686828613,91.3,
waning_52w,0.7,1,11.40388011932373,15.862387657165527,6.497164249420166,1.0500041246414185,15.7118501663208,6.584691524505615,203.6,
waning_52w,0.8,1,28.329599380493164,21.122339248657227,12.728288650512695,1.046053171157837,21.96774673461914,12.876190185546875,57.9,
waning_52w,0.65,2,46.11741256713867,11.738137245178223,5.391617298126221,0.5937247276306152,11.340509414672852,5.244285583496094,248.0,
waning_52w,0.75,2,15.860452651977539,29.846435546875,11.505081176757812,0.7715309858322144,29.548784255981445,10.929333686828613,127.7,
waning_52w,0.8,2,28.379722595214844,21.51744842529297,12.899749755859375,1.3628721237182617,21.96774673461914,12.876190185546875,75.2,
waning_52w,0.85,0,22.106904983520508,30.658952713012695,14.938810348510742,-2.5379204750061035,30.963665008544922,15.473650932312012,78.6,
waning_52w,0.85,1,22.04804229736328,30.67705726623535,14.905097007751465,-2.4610705375671387,30.963665008544922,15.473650932312012,85.9,
waning_52w,0.9,0,29.587417602539062,32.00900650024414,16.69251823425293,-0.48287394642829895,32.859073638916016,17.084285736083984,92.1,
waning_52w,0.9,1,29.57575798034668,31.983854293823242,16.662174224853516,-0.6279659271240234,32.859073638916016,17.084285736083984,91.9,
waning_52w,0.85,2,22.321496963500977,30.691436767578125,15.05830192565918,-1.7309812307357788,30.963665008544922,15.473650932312012,114.2,
