fold,origin,n_test,AdaptiveGCN_RMSE,AdaptiveGCN_MAE,AdaptiveGCN_SMAPE,AdaptiveGCN_PTE,learned_gate_sig
1,0.55,68,27.2700361423254,13.587171014612283,53.934952742069925,0.8319607843137254,0.4988720118999481
2,0.7,68,38.64569828887795,16.97055481369979,70.10233868531436,0.9686274509803922,0.4846840699513753
3,0.85,68,68.41828000978104,16.693969484224663,85.58578504400083,0.8427450980392157,0.49844157695770264
