label,fold,origin,seed,model,lambda_phys,gate_sigma,n_test_weeks,n_params,train_seconds,infer_ms_per_window,horizon,rmse,mae,smape,mape,peak_week_err,n_obs
A_adaptive,1,0.4,0,AdaptiveGCN,0.0,0.7877589464187622,34,7032,22.407,0.7136,0,92.75198405783877,37.38276134237507,60.84247561783912,58.76655757812378,nan,2550
A_adaptive,1,0.4,0,AdaptiveGCN,0.0,0.7877589464187622,34,7032,22.407,0.7136,1,55.210400944324704,25.936384048229904,53.47339728676263,56.18787598526922,2.56,850
A_adaptive,1,0.4,0,AdaptiveGCN,0.0,0.7877589464187622,34,7032,22.407,0.7136,2,78.66053535286336,35.207588105989956,60.262070103340136,60.31975739704857,3.12,850
A_adaptive,1,0.4,0,AdaptiveGCN,0.0,0.7877589464187622,34,7032,22.407,0.7136,3,128.73664375602064,51.00431187290534,68.79195946341457,59.77584688325888,6.12,850
A_adaptive,1,0.4,1,AdaptiveGCN,0.0,0.8055638670921326,34,7032,21.485,0.8338,0,91.90912870782495,37.3837908503169,60.80804610340419,60.10395369589002,nan,2550
A_adaptive,1,0.4,1,AdaptiveGCN,0.0,0.8055638670921326,34,7032,21.485,0.8338,1,56.58798054692682,26.456597256458856,55.12102743431569,58.581394458733804,3.04,850
A_adaptive,1,0.4,1,AdaptiveGCN,0.0,0.8055638670921326,34,7032,21.485,0.8338,2,90.01601572348045,38.109792934486315,60.76861462097085,61.923280932983836,3.72,850
A_adaptive,1,0.4,1,AdaptiveGCN,0.0,0.8055638670921326,34,7032,21.485,0.8338,3,118.4769226068324,47.58498236000552,66.53449625492604,59.80089798984747,6.76,850
A_adaptive,1,0.4,2,AdaptiveGCN,0.0,0.739835262298584,34,7032,27.835,0.7507,0,119.05058894117506,45.70389825673822,65.1535202227742,59.03948695473805,nan,2550
A_adaptive,1,0.4,2,AdaptiveGCN,0.0,0.739835262298584,34,7032,27.835,0.7507,1,84.82569533333226,34.08959542839624,57.495212054921176,54.91069830159084,3.96,850
A_adaptive,1,0.4,2,AdaptiveGCN,0.0,0.739835262298584,34,7032,27.835,0.7507,2,106.87349554257825,43.55827898971333,64.87049936766444,59.82086579530189,3.8,850
A_adaptive,1,0.4,2,AdaptiveGCN,0.0,0.739835262298584,34,7032,27.835,0.7507,3,154.6020230897678,59.463820352105095,73.09484924573702,62.35478384827624,8.64,850
A_adaptive,1,0.4,3,AdaptiveGCN,0.0,0.8020257353782654,34,7032,21.281,0.7582,0,98.4382791368406,39.17924236403048,60.4523405999861,58.108311314444705,nan,2550
A_adaptive,1,0.4,3,AdaptiveGCN,0.0,0.8020257353782654,34,7032,21.281,0.7582,1,65.77884866665921,28.626765747981914,53.630555722274444,53.327814306085145,2.56,850
A_adaptive,1,0.4,3,AdaptiveGCN,0.0,0.8020257353782654,34,7032,21.281,0.7582,2,97.25067687347803,40.025971743604714,61.229162905394865,60.517491247316734,3.64,850
