label,fold,origin,seed,model,lambda_phys,gate_sigma,shrink_gamma,temporal,spatial,window,hidden,lr,augment,n_train_windows,n_real_windows,n_test_weeks,n_params,train_seconds,infer_ms_per_window,horizon,rmse,mae,smape,mape,peak_week_err,n_obs
X_gat_h1,8,0.925,0,AdaptiveGCN,0.0,0.8175744414329529,1.0,none,gat,3,64,0.001,none,389,389,34,7160,61.939,1.1358,1,25.046249867842185,9.398139928447849,67.61981878751027,76.09225791930707,2.0952380952380953,850
X_gat_h1,8,0.925,0,AdaptiveGCN,0.0,0.8175744414329529,1.0,none,gat,3,64,0.001,none,389,389,34,7160,61.939,1.1358,2,26.06713806490766,10.653376959774452,75.98502642773165,89.09085341366603,1.9523809523809523,850
X_gat_h1,8,0.925,0,AdaptiveGCN,0.0,0.8175744414329529,1.0,none,gat,3,64,0.001,none,389,389,34,7160,61.939,1.1358,3,28.17540261414313,12.655746673715903,80.91095672081798,100.47123663487505,5.523809523809524,850
X_gat_h1,8,0.925,1,AdaptiveGCN,0.0,0.8175744414329529,1.0,none,gat,3,64,0.001,none,389,389,34,7160,73.96,1.1957,0,26.28846379206126,10.889491681846009,76.4329006241121,89.44984909517929,nan,2550
X_gat_h1,8,0.925,1,AdaptiveGCN,0.0,0.8175744414329529,1.0,none,gat,3,64,0.001,none,389,389,34,7160,73.96,1.1957,1,24.477094454490327,9.385156342270236,69.69217369617616,77.44480669798564,2.142857142857143,850
X_gat_h1,8,0.925,1,AdaptiveGCN,0.0,0.8175744414329529,1.0,none,gat,3,64,0.001,none,389,389,34,7160,73.96,1.1957,2,26.158992144088785,10.689178947928047,75.5260628486601,89.02757149405855,3.4285714285714284,850
X_gat_h1,8,0.925,1,AdaptiveGCN,0.0,0.8175744414329529,1.0,none,gat,3,64,0.001,none,389,389,34,7160,73.96,1.1957,3,28.103895863581045,12.594139755339745,84.08046532750004,101.79377855636531,5.095238095238095,850
X_gat_h1,8,0.925,2,AdaptiveGCN,0.0,0.8175744414329529,1.0,none,gat,3,64,0.001,none,389,389,34,7160,225.569,1.5712,0,28.243287521867106,12.378403345955645,80.54927244794806,101.05038951772,nan,2550
X_gat_h1,8,0.925,2,AdaptiveGCN,0.0,0.8175744414329529,1.0,none,gat,3,64,0.001,none,389,389,34,7160,225.569,1.5712,1,25.59322260341728,10.618896647967837,75.45238929221053,86.63799383732184,4.523809523809524,850
X_gat_h1,8,0.925,2,AdaptiveGCN,0.0,0.8175744414329529,1.0,none,gat,3,64,0.001,none,389,389,34,7160,225.569,1.5712,2,27.44349806641263,12.239966116806164,81.34791173838028,102.62143269035455,5.333333333333333,850
X_gat_h1,8,0.925,2,AdaptiveGCN,0.0,0.8175744414329529,1.0,none,gat,3,64,0.001,none,389,389,34,7160,225.569,1.5712,3,31.38297692666041,14.276347273092936,84.84751631325338,113.8001109385665,5.428571428571429,850
X_gat_h2,1,0.4,0,AdaptiveGCN,0.0,0.8175744414329529,1.0,none,gat,3,64,0.001,none,151,151,34,13624,27.554,1.151,0,94.48981828823511,37.60044277280825,61.64011278073173,59.13180303081004,nan,2550
X_gat_h2,1,0.4,0,AdaptiveGCN,0.0,0.8175744414329529,1.0,none,gat,3,64,0.001,none,151,151,34,13624,27.554,1.151,1,54.68883514426125,25.637614475912688,53.52455427013727,55.03527924940469,2.28,850
X_gat_h2,1,0.4,0,AdaptiveGCN,0.0,0.8175744414329529,1.0,none,gat,3,64,0.001,none,151,151,34,13624,27.554,1.151,2,62.49637168461649,31.332776095656786,57.21003214709513,61.52833960903116,2.88,850
X_gat_h2,1,0.4,0,AdaptiveGCN,0.0,0.8175744414329529,1.0,none,gat,3,64,0.001,none,151,151,34,13624,27.554,1.151,3,141.02592711006426,55.83093774685526,74.18575192496279,60.80580951242817,8.2,850
X_gat_h2,1,0.4,1,AdaptiveGCN,0.0,0.8175744414329529,1.0,none,gat,3,64,0.001,none,151,151,34,13624,28.372,1.9954,0,94.34014940180204,39.166248311780976,63.20696448256341,59.80089160901586,nan,2550
X_gat_h2,1,0.4,1,AdaptiveGCN,0.0,0.8175744414329529,1.0,none,gat,3,64,0.001,none,151,151,34,13624,28.372,1.9954,1,75.28640901489287,32.25886027803316,58.49831459585534,56.96319842335251,4.36,850
X_gat_h2,1,0.4,1,AdaptiveGCN,0.0,0.8175744414329529,1.0,none,gat,3,64,0.001,none,151,151,34,13624,28.372,1.9954,2,96.58836601914305,40.98711660978549,65.3541226880813,62.60625592684045,5.0,850
X_gat_h2,1,0.4,1,AdaptiveGCN,0.0,0.8175744414329529,1.0,none,gat,3,64,0.001,none,151,151,34,13624,28.372,1.9954,3,108.17964473438293,44.252768047524285,65.76845616375361,59.81937796253035,6.2,850
X_gat_h2,1,0.4,2,AdaptiveGCN,0.0,0.8175744414329529,1.0,none,gat,3,64,0.001,none,151,151,34,13624,35.41,1.9617,0,131.83058643449513,52.98911254204079,78.12387982744251,62.16940981989768,nan,2550
X_gat_h2,1,0.4,2,AdaptiveGCN,0.0,0.8175744414329529,1.0,none,gat,3,64,0.001,none,151,151,34,13624,35.41,1.9617,1,81.70451171517949,35.37080311505233,61.08429947621236,53.56789989525189,3.52,850
X_gat_h2,1,0.4,2,AdaptiveGCN,0.0,0.8175744414329529,1.0,none,gat,3,64,0.001,none,151,151,34,13624,35.41,1.9617,2,127.37244097763107,53.77913338509553,80.61733812010735,65.41360118017371,4.72,850
X_gat_h2,1,0.4,2,AdaptiveGCN,0.0,0.8175744414329529,1.0,none,gat,3,64,0.001,none,151,151,34,13624,35.41,1.9617,3,170.99282032814318,69.81740112597451,92.6700018860078,67.4656909049546,9.96,850
X_gat_h2,2,0.475,0,AdaptiveGCN,0.0,0.8175744414329529,1.0,none,gat,3,64,0.001,none,185,185,34,13624,51.839,1.9214,0,143.00237823545956,53.05517761848173,48.11227283632794,62.36928727433866,nan,2550
X_gat_h2,2,0.475,0,AdaptiveGCN,0.0,0.8175744414329529,1.0,none,gat,3,64,0.001,none,185,185,34,13624,51.839,1.9214,1,101.70626719643593,38.88576813395847,40.68720802458827,45.70245172686587,1.28,850
X_gat_h2,2,0.475,0,AdaptiveGCN,0.0,0.8175744414329529,1.0,none,gat,3,64,0.001,none,185,185,34,13624,51.839,1.9214,2,174.27629289214735,64.22695291872411,49.41429446618019,69.9879148030563,1.76,850
X_gat_h2,2,0.475,0,AdaptiveGCN,0.0,0.8175744414329529,1.0,none,gat,3,64,0.001,none,185,185,34,13624,51.839,1.9214,3,143.64069580634163,56.05281180276261,54.23531601821535,71.41749529309384,6.96,850
X_gat_h2,2,0.475,1,AdaptiveGCN,0.0,0.8175744414329529,1.0,none,gat,3,64,0.001,none,185,185,34,13624,33.468,1.6899,0,151.87651227825654,52.69586924011217,47.96315085362168,58.96981778503114,nan,2550
