label,fold,origin,seed,model,lambda_phys,gate_sigma,n_test_weeks,horizon,rmse,mae,smape,mape,peak_week_err,n_obs,config,use_adaptive,hidden,epochs
adaptive_lam0.1,2,0.7,2,AdaptiveGCN,0.1,0.9759785532951355,68,0,41.80910965310888,17.15672604456841,72.25768754616246,74.02502207282271,nan,5100,adaptive_lam0.1,True,64,120
adaptive_lam0.1,3,0.85,0,AdaptiveGCN,0.1,0.8884256482124329,68,1,63.20031520889948,14.688929227844259,81.01649420181535,229.0504685129668,3.16,1700,adaptive_lam0.1,True,64,120
adaptive_lam0.1,3,0.85,0,AdaptiveGCN,0.1,0.8884256482124329,68,2,61.651233533201086,15.451945500343983,81.54718672657148,180.03928216544583,4.16,1700,adaptive_lam0.1,True,64,120
adaptive_lam0.1,3,0.85,0,AdaptiveGCN,0.1,0.8884256482124329,68,3,63.236497502752236,17.191939488879818,90.12289523446744,258.50342092147,5.16,1700,adaptive_lam0.1,True,64,120
adaptive_lam0.1,3,0.85,0,AdaptiveGCN,0.1,0.8884256482124329,68,0,62.70036962965247,15.777604739022689,84.22885872095142,222.5640340862612,nan,5100,adaptive_lam0.1,True,64,120
adaptive_lam0.1,3,0.85,1,AdaptiveGCN,0.1,0.9270161390304565,68,1,64.3727772569071,14.81308737159128,82.69503696796637,238.72430019385553,3.16,1700,adaptive_lam0.1,True,64,120
adaptive_lam0.1,3,0.85,1,AdaptiveGCN,0.1,0.9270161390304565,68,2,65.50502296475142,16.0892689850235,87.97819260129258,198.51517162150594,4.16,1700,adaptive_lam0.1,True,64,120
adaptive_lam0.1,3,0.85,1,AdaptiveGCN,0.1,0.9270161390304565,68,3,63.81620523901207,17.287075857131363,90.78579997195806,264.0896976492393,5.4,1700,adaptive_lam0.1,True,64,120
adaptive_lam0.1,3,0.85,1,AdaptiveGCN,0.1,0.9270161390304565,68,0,64.5684921523589,16.063144071248715,87.15300984707235,233.80494630628164,nan,5100,adaptive_lam0.1,True,64,120
adaptive_lam0.1,3,0.85,2,AdaptiveGCN,0.1,0.9388155341148376,68,1,60.261358951648624,14.246552251216867,84.07724552317626,209.58890888526227,3.64,1700,adaptive_lam0.1,True,64,120
adaptive_lam0.1,3,0.85,2,AdaptiveGCN,0.1,0.9388155341148376,68,2,60.48650652971039,15.334383853626068,87.99172440452286,175.4856535490565,4.64,1700,adaptive_lam0.1,True,64,120
adaptive_lam0.1,3,0.85,2,AdaptiveGCN,0.1,0.9388155341148376,68,3,60.261860786750375,16.693243423307276,92.92026629974114,234.90585729798818,5.52,1700,adaptive_lam0.1,True,64,120
adaptive_lam0.1,3,0.85,2,AdaptiveGCN,0.1,0.9388155341148376,68,0,60.33666856439739,15.424726509383405,88.32974540914674,206.68911272545714,nan,5100,adaptive_lam0.1,True,64,120
adaptive_lam1.0,1,0.55,0,AdaptiveGCN,1.0,0.8905476331710815,68,1,52.95679113706914,26.149865319937028,84.39218541547176,111.50819574863465,8.666666666666666,1700,adaptive_lam1.0,True,64,120
adaptive_lam1.0,1,0.55,0,AdaptiveGCN,1.0,0.8905476331710815,68,2,55.48989411776774,27.33880823008278,86.38298456341718,115.33388093618409,9.458333333333334,1700,adaptive_lam1.0,True,64,120
adaptive_lam1.0,1,0.55,0,AdaptiveGCN,1.0,0.8905476331710815,68,3,57.98587728962033,28.10730934371843,86.7203610846727,114.84121122460142,13.125,1700,adaptive_lam1.0,True,64,120
adaptive_lam1.0,1,0.55,0,AdaptiveGCN,1.0,0.8905476331710815,68,0,55.51549946271205,27.198660964579414,85.83184368785386,113.89375514952435,nan,5100,adaptive_lam1.0,True,64,120
adaptive_lam1.0,1,0.55,1,AdaptiveGCN,1.0,0.8872053027153015,68,1,51.67004052899949,25.307385801988488,78.73100169138495,113.5825067370744,12.666666666666666,1700,adaptive_lam1.0,True,64,120
adaptive_lam1.0,1,0.55,1,AdaptiveGCN,1.0,0.8872053027153015,68,2,53.60556379285655,26.012148495509344,80.22104503337775,118.21356959277381,13.291666666666666,1700,adaptive_lam1.0,True,64,120
adaptive_lam1.0,1,0.55,1,AdaptiveGCN,1.0,0.8872053027153015,68,3,56.453629393473946,27.23269723192734,81.65069842132749,119.6164923094331,11.75,1700,adaptive_lam1.0,True,64,120
adaptive_lam1.0,1,0.55,1,AdaptiveGCN,1.0,0.8872053027153015,68,0,53.945533733925146,26.184077176475057,80.20091504869674,117.13630241342298,nan,5100,adaptive_lam1.0,True,64,120
adaptive_lam1.0,1,0.55,2,AdaptiveGCN,1.0,0.8491437435150146,68,1,49.82773136296656,23.809113021422835,73.34832389779508,113.89621519542001,10.625,1700,adaptive_lam1.0,True,64,120
adaptive_lam1.0,1,0.55,2,AdaptiveGCN,1.0,0.8491437435150146,68,2,51.89281576861922,24.85448117848705,75.47461066230461,120.44183484225273,9.458333333333334,1700,adaptive_lam1.0,True,64,120
adaptive_lam1.0,1,0.55,2,AdaptiveGCN,1.0,0.8491437435150146,68,3,53.90018809265163,25.87179998895701,77.3850494822171,120.19651187311322,11.0,1700,adaptive_lam1.0,True,64,120
adaptive_lam1.0,1,0.55,2,AdaptiveGCN,1.0,0.8491437435150146,68,0,51.90021649793972,24.845131396288966,75.40266134743894,118.17691297174304,nan,5100,adaptive_lam1.0,True,64,120
adaptive_lam1.0,2,0.7,0,AdaptiveGCN,1.0,0.8511962294578552,68,1,90.20028120219936,34.38278525773847,80.10978148472465,60.94474153302173,4.08,1700,adaptive_lam1.0,True,64,120
adaptive_lam1.0,2,0.7,0,AdaptiveGCN,1.0,0.8511962294578552,68,2,94.6680858923859,36.63404431657701,85.64529425714818,68.1779913770105,4.48,1700,adaptive_lam1.0,True,64,120
adaptive_lam1.0,2,0.7,0,AdaptiveGCN,1.0,0.8511962294578552,68,3,96.32321163108098,37.313982656606036,93.1497657696606,81.23055625849757,5.333333333333333,1700,adaptive_lam1.0,True,64,120
adaptive_lam1.0,2,0.7,0,AdaptiveGCN,1.0,0.8511962294578552,68,0,93.76619560447502,36.110270743640505,86.3016138371778,70.08774719533004,nan,5100,adaptive_lam1.0,True,64,120
adaptive_lam1.0,2,0.7,1,AdaptiveGCN,1.0,0.8504028916358948,68,1,79.30004358758835,29.929647590069866,77.1699811243825,66.26626965822149,3.68,1700,adaptive_lam1.0,True,64,120
adaptive_lam1.0,2,0.7,1,AdaptiveGCN,1.0,0.8504028916358948,68,2,80.83673865553511,30.4281923098993,78.33996948278859,71.01540161360612,4.64,1700,adaptive_lam1.0,True,64,120
adaptive_lam1.0,2,0.7,1,AdaptiveGCN,1.0,0.8504028916358948,68,3,84.17274823794696,31.996065967496047,83.08704406917904,79.33100489623158,4.875,1700,adaptive_lam1.0,True,64,120
adaptive_lam1.0,2,0.7,1,AdaptiveGCN,1.0,0.8504028916358948,68,0,81.46190679367771,30.78463528915507,79.53233155878338,72.18487307478522,nan,5100,adaptive_lam1.0,True,64,120
adaptive_lam1.0,2,0.7,2,AdaptiveGCN,1.0,0.8509207963943481,68,1,86.61069091111486,32.90240685380995,81.14733537371966,67.25581241595029,3.44,1700,adaptive_lam1.0,True,64,120
adaptive_lam1.0,2,0.7,2,AdaptiveGCN,1.0,0.8509207963943481,68,2,84.48332049735794,32.052589794223415,81.35329639149309,74.35458188478674,3.64,1700,adaptive_lam1.0,True,64,120
adaptive_lam1.0,2,0.7,2,AdaptiveGCN,1.0,0.8509207963943481,68,3,81.59440560322814,31.04388108283665,83.47659852295769,89.413539604421,4.166666666666667,1700,adaptive_lam1.0,True,64,120
adaptive_lam1.0,2,0.7,2,AdaptiveGCN,1.0,0.8509207963943481,68,0,84.25455526380377,31.999625910290007,81.99241009605682,76.97537900828368,nan,5100,adaptive_lam1.0,True,64,120
adaptive_lam1.0,3,0.85,0,AdaptiveGCN,1.0,0.854674220085144,68,1,57.7334776037021,14.27701784391545,86.41897050827765,190.24247765454632,3.4,1700,adaptive_lam1.0,True,64,120
adaptive_lam1.0,3,0.85,0,AdaptiveGCN,1.0,0.854674220085144,68,2,58.51548869843588,15.42055180813309,90.9807879354463,155.2608862953575,5.92,1700,adaptive_lam1.0,True,64,120
adaptive_lam1.0,3,0.85,0,AdaptiveGCN,1.0,0.854674220085144,68,3,60.09016872797532,17.108471284267658,95.44687339011358,237.367565312173,6.92,1700,adaptive_lam1.0,True,64,120
adaptive_lam1.0,3,0.85,0,AdaptiveGCN,1.0,0.854674220085144,68,0,58.78788206081956,15.602013645438733,90.94887727794583,194.34646562806208,nan,5100,adaptive_lam1.0,True,64,120
adaptive_lam1.0,3,0.85,1,AdaptiveGCN,1.0,0.8547260761260986,68,1,58.329116009732985,15.081724053130431,93.23565496896764,196.9603961115479,3.24,1700,adaptive_lam1.0,True,64,120
adaptive_lam1.0,3,0.85,1,AdaptiveGCN,1.0,0.8547260761260986,68,2,59.22962190764774,15.877624878949376,95.81831337968481,157.5762097007708,4.16,1700,adaptive_lam1.0,True,64,120
adaptive_lam1.0,3,0.85,1,AdaptiveGCN,1.0,0.8547260761260986,68,3,57.87802870743061,16.615110978526406,99.81930314983819,198.232573218339,7.0,1700,adaptive_lam1.0,True,64,120
adaptive_lam1.0,3,0.85,1,AdaptiveGCN,1.0,0.8547260761260986,68,0,58.481621309199795,15.858153303535405,96.29109049949687,184.25490680647806,nan,5100,adaptive_lam1.0,True,64,120
adaptive_lam1.0,3,0.85,2,AdaptiveGCN,1.0,0.8517153859138489,68,1,71.63479629388554,16.675872624055142,92.45473141407419,287.07747674589825,11.16,1700,adaptive_lam1.0,True,64,120
adaptive_lam1.0,3,0.85,2,AdaptiveGCN,1.0,0.8517153859138489,68,2,69.59208065643153,17.079999240828844,94.29280597488976,189.88599528365106,14.52,1700,adaptive_lam1.0,True,64,120
adaptive_lam1.0,3,0.85,2,AdaptiveGCN,1.0,0.8517153859138489,68,3,72.8753740729135,18.39032690633787,99.38510848112091,356.8550289392087,12.84,1700,adaptive_lam1.0,True,64,120
adaptive_lam1.0,3,0.85,2,AdaptiveGCN,1.0,0.8517153859138489,68,0,71.38025375042415,17.38206625707395,95.37754862336162,278.01910430242816,nan,5100,adaptive_lam1.0,True,64,120
