fold,origin,n_test,model,model_RMSE,model_RMSE_std,model_MAE,model_SMAPE,persist_RMSE,persist_MAE,persist_SMAPE,gate_weight
1,0.55,68,AdaptiveGCN,28.843844469718743,1.4250718685426615,13.913867100311103,55.20888599390394,26.882223151529477,13.312745098039215,52.858416010286525,0.39557574192682904
2,0.7,68,AdaptiveGCN,39.73163587480698,0.5613227922427657,17.224715168537912,70.71925512209907,38.88532915547214,17.15627450980392,58.0329747426534,0.44353678822517395
3,0.85,68,AdaptiveGCN,67.96661397186416,0.7634400391681967,16.77006188700614,88.14669708047559,68.6183948926748,16.696666666666665,77.51124898820103,0.48818473021189374
1,0.55,68,PureAdaptiveGCN,30.0871721223271,0.4036597736015515,14.526566178195642,56.15892755023922,26.882223151529477,13.312745098039215,52.858416010286525,0.0
2,0.7,68,PureAdaptiveGCN,40.3575672957279,0.30164782924791506,17.165362912921335,68.07683787223662,38.88532915547214,17.15627450980392,58.0329747426534,0.0
3,0.85,68,PureAdaptiveGCN,68.53156399351006,0.8781830644417628,16.83588835853813,88.01889709366442,68.6183948926748,16.696666666666665,77.51124898820103,0.0
