district,date,ndvi,valid_pixels,pixels
Ampara,2014-06-26,0.6434772045590882,1667,1681
Ampara,2014-07-12,0.5898327186198692,1681,1681
Ampara,2014-07-28,0.5288076740035693,1681,1681
Ampara,2014-08-13,0.6106117257967529,1663,1681
Ampara,2014-08-29,0.668332242712671,1681,1681
Ampara,2014-09-14,0.6649121951219512,1681,1681
Ampara,2014-09-30,0.7045579511614056,1679,1681
Ampara,2014-10-16,0.6686712823600242,1661,1681
Ampara,2014-11-01,0.6476004199160169,1667,1681
Ampara,2014-11-17,0.5400253004807692,1664,1681
Ampara,2014-12-03,0.4240716328963052,1678,1681
Ampara,2014-12-19,0.6397652882205513,1596,1681
Ampara,2015-01-01,0.748875411913815,1578,1681
Ampara,2015-01-17,0.7192788816180845,1681,1681
Ampara,2015-02-02,0.6915061867935752,1681,1681
Ampara,2015-02-18,0.6589162874251497,1670,1681
Ampara,2015-03-06,0.6423073301549463,1678,1681
Ampara,2015-03-22,0.595914592019059,1679,1681
Ampara,2015-04-07,0.6300961882072662,1679,1681
Ampara,2015-04-23,0.6510886377156455,1681,1681
Ampara,2015-05-09,0.620713503866746,1681,1681
Ampara,2015-05-25,0.7077553837001785,1681,1681
Ampara,2015-06-10,0.7417795954788816,1681,1681
Ampara,2015-06-26,0.7477185603807258,1681,1681
Ampara,2015-07-12,0.6858716835217133,1681,1681
Ampara,2015-07-28,0.6701627380952381,1680,1681
Ampara,2015-08-13,0.6111483640690066,1681,1681
Ampara,2015-08-29,0.5912834425253127,1679,1681
Ampara,2015-09-14,0.5961607971445568,1681,1681
Ampara,2015-09-30,0.6673175804529202,1678,1681
Ampara,2015-10-16,0.5535695419393218,1681,1681
Ampara,2015-11-01,0.5660111838191554,1681,1681
Ampara,2015-11-17,0.6487093301435407,1672,1681
Ampara,2015-12-03,0.633720607504467,1679,1681
Ampara,2015-12-19,0.6449091666666666,1680,1681
Ampara,2016-01-01,0.6972762046400952,1681,1681
Ampara,2016-01-17,0.7463938726948245,1681,1681
Ampara,2016-02-02,0.59544,1680,1681
Ampara,2016-02-18,0.3606662700773349,1681,1681
Ampara,2016-03-05,0.6400843545508625,1681,1681
Ampara,2016-03-21,0.6208001799640073,1667,1681
Ampara,2016-04-06,0.657654675402025,1679,1681
Ampara,2016-04-22,0.6462270432692307,1664,1681
Ampara,2016-05-08,0.6653949434860202,1681,1681
Ampara,2016-05-24,0.7076154074955384,1681,1681
Ampara,2016-06-09,0.7655688280785248,1681,1681
Ampara,2016-06-25,0.6743305770374778,1681,1681
Ampara,2016-07-11,0.6499675193337299,1681,1681
Ampara,2016-07-27,0.626444497323022,1681,1681
Ampara,2016-08-12,0.6118225461035098,1681,1681
Ampara,2016-08-28,0.5994437239738252,1681,1681
Ampara,2016-09-13,0.5872700773349198,1681,1681
Ampara,2016-09-29,0.5748284354550862,1681,1681
Ampara,2016-10-15,0.6652983938132064,1681,1681
Ampara,2016-10-31,0.6632756097560976,1681,1681
Ampara,2016-11-16,0.5163594883997621,1681,1681
Ampara,2016-12-02,0.6436602022605592,1681,1681
Ampara,2016-12-18,0.715314277215943,1681,1681
Ampara,2017-01-01,0.7461043426531827,1681,1681
Ampara,2017-01-17,0.6439155542312277,1678,1681
Ampara,2017-02-02,0.7063306538692262,1667,1681
Ampara,2017-02-18,0.6996245238095239,1680,1681
Ampara,2017-03-06,0.6742259818731118,1655,1681
Ampara,2017-03-22,0.6388376561570493,1681,1681
Ampara,2017-04-07,0.6689038072575848,1681,1681
Ampara,2017-04-23,0.633504759071981,1681,1681
Ampara,2017-05-09,0.6298513384889947,1681,1681
Ampara,2017-05-25,0.6797016656751934,1681,1681
Ampara,2017-06-10,0.6993019631171922,1681,1681
Ampara,2017-06-26,0.7121942891136229,1681,1681
Ampara,2017-07-12,0.6822810232004759,1681,1681
Ampara,2017-07-28,0.6874812611540749,1681,1681
Ampara,2017-08-13,0.6688483640690066,1681,1681
Ampara,2017-08-29,0.6669710872162485,1674,1681
Ampara,2017-09-14,0.6647967261904761,1680,1681
Ampara,2017-09-30,0.6721891291291291,1665,1681
Ampara,2017-10-16,0.6708064110245656,1669,1681
Ampara,2017-11-01,0.6588623011015913,1634,1681
Ampara,2017-11-17,0.5529618820726624,1679,1681
Ampara,2017-12-03,0.684680169286578,1654,1681
Ampara,2017-12-19,0.7434449137418204,1681,1681
Ampara,2018-01-01,0.7409443188578227,1681,1681
Ampara,2018-01-17,0.6847402736466389,1681,1681
Ampara,2018-02-02,0.6407103880597015,1675,1681
Ampara,2018-02-18,0.6549155952380952,1680,1681
Ampara,2018-03-06,0.5609050565139798,1681,1681
Ampara,2018-03-22,0.656305234979179,1681,1681
Ampara,2018-04-07,0.5405176680547293,1681,1681
Ampara,2018-04-23,0.6524751190476191,1680,1681
Ampara,2018-05-09,0.6555408090422368,1681,1681
Ampara,2018-05-25,0.7176883997620463,1681,1681
Ampara,2018-06-10,0.748316240333135,1681,1681
Ampara,2018-06-26,0.7605273051754908,1681,1681
Ampara,2018-07-12,0.6860316478286734,1681,1681
Ampara,2018-07-28,0.5848669839381321,1681,1681
Ampara,2018-08-13,0.5762782272456871,1681,1681
Ampara,2018-08-29,0.5782549077929804,1681,1681
Ampara,2018-09-14,0.5501610714285715,1680,1681
Ampara,2018-09-30,0.5764935080405003,1679,1681
Ampara,2018-10-16,0.7046190970103723,1639,1681
Ampara,2018-11-01,0.6479147943523634,1629,1681
Ampara,2018-11-17,0.6170695440729483,1645,1681
Ampara,2018-12-03,0.7197751794258374,1672,1681
Ampara,2018-12-19,0.6857749850746269,1675,1681
Ampara,2019-01-01,0.7547053808948005,1654,1681
Ampara,2019-01-17,0.6059479166666667,1680,1681
Ampara,2019-02-02,0.6419289113622844,1681,1681
Ampara,2019-02-18,0.6270957168352173,1681,1681
Ampara,2019-03-06,0.6635477691850089,1681,1681
Ampara,2019-03-22,0.6341750743604998,1681,1681
Ampara,2019-04-07,0.5824941106484236,1681,1681
Ampara,2019-04-23,0.645879000594884,1681,1681
Ampara,2019-05-09,0.6660544371649791,1679,1681
Ampara,2019-05-25,0.6679443783462226,1681,1681
Ampara,2019-06-10,0.7160945865556217,1681,1681
Ampara,2019-06-26,0.668186020226056,1681,1681
Ampara,2019-07-12,0.6535487746563061,1673,1681
Ampara,2019-07-28,0.58639750148721,1681,1681
Ampara,2019-08-13,0.6490255827854154,1673,1681
Ampara,2019-08-29,0.6708452111838192,1681,1681
Ampara,2019-09-14,0.6780308841099164,1674,1681
Ampara,2019-09-30,0.6805493373493976,1660,1681
Ampara,2019-10-16,0.47466400951814397,1681,1681
Ampara,2019-11-01,0.6710595770392749,1655,1681
Ampara,2019-11-17,0.5284421334922527,1678,1681
Ampara,2019-12-03,0.5372028554431886,1681,1681
Ampara,2019-12-19,0.6299524382901867,1661,1681
Ampara,2020-01-01,0.7206758353221957,1676,1681
Ampara,2020-01-17,0.6227167261904762,1680,1681
Ampara,2020-02-02,0.6809018441403926,1681,1681
Ampara,2020-02-18,0.5617706968433591,1679,1681
Ampara,2020-03-05,0.5671349404761905,1680,1681
Ampara,2020-03-21,0.5689431137724551,1670,1681
Ampara,2020-04-06,0.5526532421177871,1681,1681
Ampara,2020-04-22,0.6029374925373134,1675,1681
Ampara,2020-05-08,0.6840326591314694,1681,1681
Ampara,2020-05-24,0.7534452706722189,1681,1681
Ampara,2020-06-09,0.7244098155859608,1681,1681
Ampara,2020-06-25,0.7429010113027961,1681,1681
Ampara,2020-07-11,0.7460408090422368,1681,1681
Ampara,2020-07-27,0.6829345627602618,1681,1681
Ampara,2020-08-12,0.6235088042831648,1681,1681
Ampara,2020-08-28,0.6564869720404521,1681,1681
Ampara,2020-09-13,0.6512218322427127,1681,1681
Ampara,2020-09-29,0.6563003569303986,1681,1681
Ampara,2020-10-15,0.6351518761167362,1679,1681
Ampara,2020-10-31,0.5715913146936348,1681,1681
Ampara,2020-11-16,0.6718572873289709,1681,1681
Ampara,2020-12-02,0.7075254610350982,1681,1681
Ampara,2020-12-18,0.7028036374478236,1677,1681
Ampara,2021-01-01,0.5638779306220095,1672,1681
Ampara,2021-01-17,0.7428179868969625,1679,1681
Ampara,2021-02-02,0.6262055357142857,1680,1681
Ampara,2021-02-18,0.6183575252825699,1681,1681
Ampara,2021-03-06,0.5430257142857143,1680,1681
Ampara,2021-03-22,0.6339333729922665,1681,1681
Ampara,2021-04-07,0.639286130952381,1680,1681
Ampara,2021-04-23,0.6222518143961928,1681,1681
Ampara,2021-05-09,0.7215303985722784,1681,1681
Ampara,2021-05-25,0.7328828673408685,1681,1681
Ampara,2021-06-10,0.7249249851279002,1681,1681
Ampara,2021-06-26,0.7421411659726354,1681,1681
Ampara,2021-07-12,0.7326606781677574,1681,1681
Ampara,2021-07-28,0.6644475907198096,1681,1681
Ampara,2021-08-13,0.6355203450327186,1681,1681
Ampara,2021-08-29,0.6433948245092207,1681,1681
Ampara,2021-09-14,0.624719512195122,1681,1681
Ampara,2021-09-30,0.6879362284354551,1681,1681
Ampara,2021-10-16,0.661846519928614,1681,1681
Ampara,2021-11-01,0.6611062575941677,1646,1681
Ampara,2021-11-17,0.676262682038835,1648,1681
Ampara,2021-12-03,0.7037723723723724,1665,1681
Ampara,2021-12-19,0.7052674016686532,1678,1681
Ampara,2022-01-01,0.6907209735576924,1664,1681
Ampara,2022-01-17,0.750782986317668,1681,1681
Ampara,2022-02-02,0.7209772754312909,1681,1681
Ampara,2022-02-18,0.6988528256989888,1681,1681
Ampara,2022-03-06,0.7086022010707913,1681,1681
Ampara,2022-03-22,0.6653300416418799,1681,1681
Ampara,2022-04-07,0.6738118976799524,1681,1681
Ampara,2022-04-23,0.6717999404761905,1680,1681
Ampara,2022-05-09,0.6759732897085069,1681,1681
Ampara,2022-05-25,0.6690191552647234,1681,1681
Ampara,2022-06-10,0.7063968471148127,1681,1681
Ampara,2022-06-26,0.6733569898869721,1681,1681
Ampara,2022-07-12,0.657172450805009,1677,1681
Ampara,2022-07-28,0.669144021415824,1681,1681
Ampara,2022-08-13,0.6747063057703748,1681,1681
Ampara,2022-08-29,0.6535453896490184,1681,1681
Ampara,2022-09-14,0.6474597858417609,1681,1681
Ampara,2022-09-30,0.6485681142177275,1681,1681
Ampara,2022-10-16,0.6779281547619048,1680,1681
Ampara,2022-11-01,0.5999566071428571,1680,1681
Ampara,2022-11-17,0.6712786764705883,1632,1681
Ampara,2022-12-03,0.4365392028554432,1681,1681
Ampara,2022-12-19,0.6606305721096544,1678,1681
Ampara,2023-01-01,0.7057252230814991,1681,1681
Ampara,2023-01-17,0.7194002974419988,1681,1681
Ampara,2023-02-02,0.6946724568709102,1681,1681
Ampara,2023-02-18,0.6172688280785248,1681,1681
Ampara,2023-03-06,0.48992882668254917,1679,1681
Ampara,2023-03-22,0.6668812016656752,1681,1681
Ampara,2023-04-07,0.6308378201310304,1679,1681
Ampara,2023-04-23,0.5446428316478287,1681,1681
Ampara,2023-05-09,0.6770541344437835,1681,1681
Ampara,2023-05-25,0.7107417013682332,1681,1681
Ampara,2023-06-10,0.7515955383700179,1681,1681
Ampara,2023-06-26,0.748218262938727,1681,1681
Ampara,2023-07-12,0.7417366448542535,1681,1681
Ampara,2023-07-28,0.6768905413444379,1681,1681
Ampara,2023-08-13,0.6527784651992862,1681,1681
Ampara,2023-08-29,0.6340771564544914,1681,1681
Ampara,2023-09-14,0.6359848557692308,1664,1681
Ampara,2023-09-30,0.6757829326923077,1664,1681
Ampara,2023-10-16,0.6910244179104478,1675,1681
Ampara,2023-11-01,0.6588795830778663,1631,1681
Ampara,2023-11-17,0.6295703237410072,1668,1681
Ampara,2023-12-03,0.616399880525687,1674,1681
Ampara,2023-12-19,0.5670091234347049,1677,1681
Ampara,2024-01-01,0.6708893827160494,1620,1681
Ampara,2024-01-17,0.6586571343283583,1675,1681
Ampara,2024-02-02,0.533422248661511,1681,1681
Ampara,2024-02-18,0.4714317261904762,1680,1681
Ampara,2024-03-05,0.6507821534800715,1681,1681
Ampara,2024-03-21,0.5823343248066627,1681,1681
Anuradhapura,2012-09-13,0.41322730517549083,1681,1681
Anuradhapura,2012-09-29,0.42009714455681146,1681,1681
Anuradhapura,2012-10-15,0.4228007733491969,1681,1681
Anuradhapura,2012-10-31,0.5509826579261026,1678,1681
Anuradhapura,2012-11-16,0.677210767400357,1681,1681
Anuradhapura,2012-12-02,0.5564104699583582,1681,1681
Anuradhapura,2012-12-18,0.47469102870813396,1672,1681
Anuradhapura,2013-01-01,0.44525074360499706,1681,1681
Anuradhapura,2013-01-17,0.7272229836264402,1649,1681
Anuradhapura,2013-02-02,0.6233910172516359,1681,1681
Anuradhapura,2013-02-18,0.6445298631766806,1681,1681
Anuradhapura,2013-03-06,0.6528151695419393,1681,1681
Anuradhapura,2013-03-22,0.6400374182034504,1681,1681
Anuradhapura,2013-04-07,0.6059945865556217,1681,1681
Anuradhapura,2013-04-23,0.5918972635336109,1681,1681
Anuradhapura,2013-05-09,0.6460233194527067,1681,1681
Anuradhapura,2013-05-25,0.5671961927424153,1681,1681
Anuradhapura,2013-06-10,0.5961828673408686,1681,1681
Anuradhapura,2013-06-26,0.543348245092207,1681,1681
Anuradhapura,2013-07-12,0.5808029149315884,1681,1681
Anuradhapura,2013-07-28,0.5546568114217727,1681,1681
Anuradhapura,2013-08-13,0.5796196906603213,1681,1681
Anuradhapura,2013-08-29,0.48727733491969066,1681,1681
Anuradhapura,2013-09-14,0.6327073765615706,1681,1681
Anuradhapura,2013-09-30,0.6036634146341464,1681,1681
Anuradhapura,2013-10-16,0.5024845330160619,1681,1681
Anuradhapura,2013-11-01,0.5040473527662106,1681,1681
Anuradhapura,2013-11-17,0.6491939321832243,1681,1681
Anuradhapura,2013-12-03,0.6766970850684116,1681,1681
Anuradhapura,2013-12-19,0.5969454491374182,1681,1681
Anuradhapura,2014-01-01,0.5061767995240928,1681,1681
Anuradhapura,2014-01-17,0.5782002981514609,1677,1681
Anuradhapura,2014-02-02,0.6920511600237954,1681,1681
Anuradhapura,2014-02-18,0.6783543129089828,1681,1681
Anuradhapura,2014-03-06,0.558596490184414,1681,1681
Anuradhapura,2014-03-22,0.5899790600832837,1681,1681
Anuradhapura,2014-04-07,0.5663146936347413,1681,1681
Anuradhapura,2014-04-23,0.7309572873289709,1681,1681
Anuradhapura,2014-05-09,0.6823515764425937,1681,1681
Anuradhapura,2014-05-25,0.6633302201070791,1681,1681
Anuradhapura,2014-06-10,0.6294879833432482,1681,1681
Anuradhapura,2014-06-26,0.6045590124925639,1681,1681
Anuradhapura,2014-07-12,0.5164067816775729,1681,1681
Anuradhapura,2014-07-28,0.5059979179060083,1681,1681
Anuradhapura,2014-08-13,0.5096779298036883,1681,1681
Anuradhapura,2014-08-29,0.5533290303390839,1681,1681
Anuradhapura,2014-09-14,0.5958528256989888,1681,1681
Anuradhapura,2014-09-30,0.6416226920786182,1679,1681
Anuradhapura,2014-10-16,0.6877301369863014,1679,1681
Anuradhapura,2014-11-01,0.7068520523497918,1681,1681
Anuradhapura,2014-11-17,0.3962497917906008,1681,1681
Anuradhapura,2014-12-03,0.630938534842168,1679,1681
Anuradhapura,2014-12-19,0.6056335343787697,1658,1681
Anuradhapura,2015-01-01,0.7178502082093992,1681,1681
Anuradhapura,2015-01-17,0.7172726948245093,1681,1681
Anuradhapura,2015-02-02,0.6646475907198096,1681,1681
Anuradhapura,2015-02-18,0.6660524687685901,1681,1681
Anuradhapura,2015-03-06,0.6369344437834622,1681,1681
Anuradhapura,2015-03-22,0.6007466983938132,1681,1681
Anuradhapura,2015-04-07,0.6332065437239739,1681,1681
Anuradhapura,2015-04-23,0.6265654372397383,1681,1681
Anuradhapura,2015-05-09,0.543888994646044,1681,1681
Anuradhapura,2015-05-25,0.671963533610946,1681,1681
Anuradhapura,2015-06-10,0.6976447352766211,1681,1681
Anuradhapura,2015-06-26,0.6375164187983343,1681,1681
Anuradhapura,2015-07-12,0.6168520523497918,1681,1681
Anuradhapura,2015-07-28,0.5652960737656157,1681,1681
Anuradhapura,2015-08-13,0.536369244497323,1681,1681
Anuradhapura,2015-08-29,0.6384584176085664,1681,1681
Anuradhapura,2015-09-14,0.6495207614515169,1681,1681
Anuradhapura,2015-09-30,0.6788311719214754,1681,1681
Anuradhapura,2015-10-16,0.5576054729327782,1681,1681
Anuradhapura,2015-11-01,0.44827608566329563,1681,1681
Anuradhapura,2015-11-17,0.614862634730539,1670,1681
Anuradhapura,2015-12-03,0.5768201070791196,1681,1681
Anuradhapura,2015-12-19,0.7303287923854849,1681,1681
Anuradhapura,2016-01-01,0.6842364663890541,1681,1681
Anuradhapura,2016-01-17,0.7409688280785247,1681,1681
Anuradhapura,2016-02-02,0.6456411064842356,1681,1681
Anuradhapura,2016-02-18,0.46757220238095243,1680,1681
Anuradhapura,2016-03-05,0.6107067221891731,1681,1681
Anuradhapura,2016-03-21,0.531149494348602,1681,1681
Anuradhapura,2016-04-06,0.58387751338489,1681,1681
Anuradhapura,2016-04-22,0.6725870910172517,1681,1681
Anuradhapura,2016-05-08,0.6728460440214159,1681,1681
Anuradhapura,2016-05-24,0.6585942891136228,1681,1681
Anuradhapura,2016-06-09,0.6430666270077335,1681,1681
Anuradhapura,2016-06-25,0.5652233789411065,1681,1681
Anuradhapura,2016-07-11,0.6101489589530041,1681,1681
Anuradhapura,2016-07-27,0.6448063057703749,1681,1681
Anuradhapura,2016-08-12,0.5918490779298037,1681,1681
Anuradhapura,2016-08-28,0.5290501487209994,1681,1681
Anuradhapura,2016-09-13,0.47353670434265316,1681,1681
Anuradhapura,2016-09-29,0.4732615704937537,1681,1681
Anuradhapura,2016-10-15,0.5707311719214753,1681,1681
Anuradhapura,2016-10-31,0.6764723378941107,1681,1681
Anuradhapura,2016-11-16,0.621701011302796,1681,1681
Anuradhapura,2016-12-02,0.7405505651397978,1681,1681
Anuradhapura,2016-12-18,0.7614215348007138,1681,1681
Anuradhapura,2017-01-01,0.7588170731707318,1681,1681
Anuradhapura,2017-01-17,0.7422872099940512,1681,1681
Anuradhapura,2017-02-02,0.7323239738251041,1681,1681
Anuradhapura,2017-02-18,0.7105554431885782,1681,1681
Anuradhapura,2017-03-06,0.6918272456870911,1681,1681
Anuradhapura,2017-03-22,0.7105903033908387,1681,1681
Anuradhapura,2017-04-07,0.6632613920285545,1681,1681
Anuradhapura,2017-04-23,0.6458984533016062,1681,1681
Anuradhapura,2017-05-09,0.5809041046995836,1681,1681
Anuradhapura,2017-05-25,0.6264883402736466,1681,1681
Anuradhapura,2017-06-10,0.5499286734086853,1681,1681
Anuradhapura,2017-06-26,0.5800917906008329,1681,1681
Anuradhapura,2017-07-12,0.5016396192742415,1681,1681
Anuradhapura,2017-07-28,0.5063351576442594,1681,1681
Anuradhapura,2017-08-13,0.5816878048780488,1681,1681
Anuradhapura,2017-08-29,0.6988613325401547,1681,1681
Anuradhapura,2017-09-14,0.7412989292088044,1681,1681
Anuradhapura,2017-09-30,0.6070644259369423,1681,1681
Anuradhapura,2017-10-16,0.7145176085663296,1681,1681
Anuradhapura,2017-11-01,0.7552384295062463,1681,1681
Anuradhapura,2017-11-17,0.7525706127305176,1681,1681
Anuradhapura,2017-12-03,0.7642971445568114,1681,1681
Anuradhapura,2017-12-19,0.7558028554431886,1681,1681
Anuradhapura,2018-01-01,0.720036763831053,1681,1681
Anuradhapura,2018-01-17,0.6843632361689471,1681,1681
Anuradhapura,2018-02-02,0.6565530636525878,1681,1681
Anuradhapura,2018-02-18,0.6546370612730518,1681,1681
Anuradhapura,2018-03-06,0.5859848304580607,1681,1681
Anuradhapura,2018-03-22,0.5802049375371803,1681,1681
Anuradhapura,2018-04-07,0.6787202260559191,1681,1681
Anuradhapura,2018-04-23,0.705174003569304,1681,1681
Anuradhapura,2018-05-09,0.586467757287329,1681,1681
Anuradhapura,2018-05-25,0.6629834027364664,1681,1681
Anuradhapura,2018-06-10,0.6388194527067222,1681,1681
Anuradhapura,2018-06-26,0.5844848899464604,1681,1681
Anuradhapura,2018-07-12,0.5985828673408685,1681,1681
Anuradhapura,2018-07-28,0.4819219512195122,1681,1681
Anuradhapura,2018-08-13,0.50800999405116,1681,1681
Anuradhapura,2018-08-29,0.5525661511005354,1681,1681
Anuradhapura,2018-09-14,0.5602760261748959,1681,1681
Anuradhapura,2018-09-30,0.6749386674598453,1681,1681
Anuradhapura,2018-10-16,0.5861517117117118,1665,1681
Anuradhapura,2018-11-01,0.5060569303985722,1681,1681
Anuradhapura,2018-11-17,0.6668972602739727,1679,1681
Anuradhapura,2018-12-03,0.7223971445568115,1681,1681
Anuradhapura,2018-12-19,0.728680524121501,1679,1681
Anuradhapura,2019-01-01,0.7152148720999405,1681,1681
Anuradhapura,2019-01-17,0.600129268292683,1681,1681
Anuradhapura,2019-02-02,0.5630475907198096,1681,1681
Anuradhapura,2019-02-18,0.6454751933372993,1681,1681
Anuradhapura,2019-03-06,0.5985176085663296,1681,1681
Anuradhapura,2019-03-22,0.550495240928019,1681,1681
Anuradhapura,2019-04-07,0.54250499702558,1681,1681
Anuradhapura,2019-04-23,0.6295259369422963,1681,1681
Anuradhapura,2019-05-09,0.6303898869720406,1681,1681
Anuradhapura,2019-05-25,0.676771267102915,1681,1681
Anuradhapura,2019-06-10,0.6010441403926235,1681,1681
Anuradhapura,2019-06-26,0.5752117787031529,1681,1681
Anuradhapura,2019-07-12,0.48838720999405116,1681,1681
Anuradhapura,2019-07-28,0.5120911362284355,1681,1681
Anuradhapura,2019-08-13,0.5880684116597265,1681,1681
Anuradhapura,2019-08-29,0.5402909577632362,1681,1681
Anuradhapura,2019-09-14,0.5222662105889352,1681,1681
Anuradhapura,2019-09-30,0.6372904052443386,1678,1681
Anuradhapura,2019-10-16,0.516391493158834,1681,1681
Anuradhapura,2019-11-01,0.6248718619869126,1681,1681
Anuradhapura,2019-11-17,0.6031816775728733,1681,1681
Anuradhapura,2019-12-03,0.6663584984984985,1665,1681
Anuradhapura,2019-12-19,0.5615268292682927,1681,1681
Anuradhapura,2020-01-01,0.7321225461035099,1681,1681
Anuradhapura,2020-01-17,0.6264974419988103,1681,1681
Anuradhapura,2020-02-02,0.680644021415824,1681,1681
Anuradhapura,2020-02-18,0.6425265318262938,1681,1681
Anuradhapura,2020-03-05,0.6354707911957168,1681,1681
Anuradhapura,2020-03-21,0.5299396192742416,1681,1681
Anuradhapura,2020-04-06,0.5648798929208805,1681,1681
Anuradhapura,2020-04-22,0.6826463414634146,1681,1681
Anuradhapura,2020-05-08,0.6972357525282571,1681,1681
Anuradhapura,2020-05-24,0.6282020820939918,1681,1681
Anuradhapura,2020-06-09,0.6667969660916121,1681,1681
Anuradhapura,2020-06-25,0.6572852468768591,1681,1681
Anuradhapura,2020-07-11,0.6154555621653778,1681,1681
Anuradhapura,2020-07-27,0.7090415229030339,1681,1681
Anuradhapura,2020-08-12,0.6979866745984533,1681,1681
Anuradhapura,2020-08-28,0.605772992266508,1681,1681
Anuradhapura,2020-09-13,0.5782269482450922,1681,1681
Anuradhapura,2020-09-29,0.5434856632956574,1681,1681
Anuradhapura,2020-10-15,0.5446437239738251,1681,1681
Anuradhapura,2020-10-31,0.5246681142177275,1681,1681
Anuradhapura,2020-11-16,0.6974187983343249,1681,1681
Anuradhapura,2020-12-02,0.6338403331350387,1681,1681
Anuradhapura,2020-12-18,0.438876502082094,1681,1681
Anuradhapura,2021-01-01,0.6790169350029815,1677,1681
Anuradhapura,2021-01-17,0.748972754312909,1681,1681
Anuradhapura,2021-02-02,0.7146153480071387,1681,1681
Anuradhapura,2021-02-18,0.6718084473527662,1681,1681
Anuradhapura,2021-03-06,0.5151999405116002,1681,1681
Anuradhapura,2021-03-22,0.5276977989292088,1681,1681
Anuradhapura,2021-04-07,0.6242173111243308,1681,1681
Anuradhapura,2021-04-23,0.638517927337701,1679,1681
Anuradhapura,2021-05-09,0.611572754312909,1681,1681
Anuradhapura,2021-05-25,0.6932221891731112,1681,1681
Anuradhapura,2021-06-10,0.6427159428911363,1681,1681
Anuradhapura,2021-06-26,0.5024776918500892,1681,1681
Anuradhapura,2021-07-12,0.6035077929803689,1681,1681
Anuradhapura,2021-07-28,0.6098459845330161,1681,1681
Anuradhapura,2021-08-13,0.5489451516954194,1681,1681
Anuradhapura,2021-08-29,0.6123469363474123,1681,1681
Anuradhapura,2021-09-14,0.6659200475907198,1681,1681
Anuradhapura,2021-09-30,0.616001011302796,1681,1681
Anuradhapura,2021-10-16,0.5999901249256395,1681,1681
Anuradhapura,2021-11-01,0.5970550715990454,1676,1681
Anuradhapura,2021-11-17,0.670535872825435,1667,1681
Anuradhapura,2021-12-03,0.7051516359309935,1681,1681
Anuradhapura,2021-12-19,0.6694161213563355,1681,1681
Anuradhapura,2022-01-01,0.634694765020821,1681,1681
Anuradhapura,2022-01-17,0.7211883997620464,1681,1681
Anuradhapura,2022-02-02,0.6858440809042237,1681,1681
Anuradhapura,2022-02-18,0.5935709101725164,1681,1681
Anuradhapura,2022-03-06,0.5883535395597859,1681,1681
Anuradhapura,2022-03-22,0.6169714455681142,1681,1681
Anuradhapura,2022-04-07,0.6002684116597264,1681,1681
Anuradhapura,2022-04-23,0.6968173111243308,1681,1681
Anuradhapura,2022-05-09,0.5547169541939322,1681,1681
Anuradhapura,2022-05-25,0.5269346222486615,1681,1681
Anuradhapura,2022-06-10,0.5532382510410471,1681,1681
Anuradhapura,2022-06-26,0.5656800118976799,1681,1681
Anuradhapura,2022-07-12,0.6095216537775133,1681,1681
