file,bytes,sha256,source
disease_modeling_MLOS2/Data/GLDAS/GLDAS_NOAH025_3H.A20210102.0600.021.nc4,55993,c0d437a313df83a560e195a7a835613be041930c22d8da5950acdf9d2de6cf3f,Authors' repository sample files and GADM 4.1 boundaries -- https://github.com/MLOpenSourceOpenScience/disease_modeling_MLOS2
disease_modeling_MLOS2/Data/GLDAS/GLDAS_NOAH025_3H.A20210102.0900.021.nc4,55604,c4a1ce9d0d3b6ecba776158f6eff05581d0536f12f69b0512fcbf91f521166f8,Authors' repository sample files and GADM 4.1 boundaries -- https://github.com/MLOpenSourceOpenScience/disease_modeling_MLOS2
disease_modeling_MLOS2/Data/GLDAS/GLDAS_NOAH025_3H.A20210102.1200.021.nc4,55604,90c70f241c02e1ab475eb016a8c4510489407d50abb711e26e338705a085a560,Authors' repository sample files and GADM 4.1 boundaries -- https://github.com/MLOpenSourceOpenScience/disease_modeling_MLOS2
disease_modeling_MLOS2/Data/GLDAS/GLDAS_NOAH025_3H.A20210102.1500.021.nc4,55604,c7094087d214d7e08736f23076bdabbd771fd032d00c4e42720742185bf3031d,Authors' repository sample files and GADM 4.1 boundaries -- https://github.com/MLOpenSourceOpenScience/disease_modeling_MLOS2
disease_modeling_MLOS2/Data/GLDAS/GLDAS_NOAH025_3H.A20210102.1800.021.nc4,55993,ac08d79e99afe1c43fc2a7d76b7da37b40803dd0d2df8e8dbc12521e06a197d5,Authors' repository sample files and GADM 4.1 boundaries -- https://github.com/MLOpenSourceOpenScience/disease_modeling_MLOS2
disease_modeling_MLOS2/Data/GLDAS/GLDAS_NOAH025_3H.A20210102.2100.021.nc4,55984,7b112675ff3453b1115fd117396c307e8c2613576ac1860ca4992d38c1fadf30,Authors' repository sample files and GADM 4.1 boundaries -- https://github.com/MLOpenSourceOpenScience/disease_modeling_MLOS2
disease_modeling_MLOS2/Data/GLDAS/GLDAS_NOAH025_3H.A20210103.0000.021.nc4,55604,05dbdd5b0fb5e1a689e845c9c60398beef0a33ea16ca09e8f5c2ae1098fff0a3,Authors' repository sample files and GADM 4.1 boundaries -- https://github.com/MLOpenSourceOpenScience/disease_modeling_MLOS2
disease_modeling_MLOS2/Data/GLDAS/GLDAS_NOAH025_3H.A20210103.0300.021.nc4,55991,be5492b26e1c4fa37d54a5ed73005113c8d88bd8974a40e69429b1a8e0d03911,Authors' repository sample files and GADM 4.1 boundaries -- https://github.com/MLOpenSourceOpenScience/disease_modeling_MLOS2
disease_modeling_MLOS2/Data/GLDAS/GLDAS_NOAH025_3H.A20210103.0600.021.nc4,55989,22a77fa3f75e6128d4f3098547c8fdc1e868f9b486a06da94a4aa0e47e096019,Authors' repository sample files and GADM 4.1 boundaries -- https://github.com/MLOpenSourceOpenScience/disease_modeling_MLOS2
disease_modeling_MLOS2/Data/GLDAS/GLDAS_NOAH025_3H.A20210103.0900.021.nc4,55604,a7af2980479573e7b9ea50c02e55dea8911c3bfde7dca6145851da177d659124,Authors' repository sample files and GADM 4.1 boundaries -- https://github.com/MLOpenSourceOpenScience/disease_modeling_MLOS2
disease_modeling_MLOS2/Data/GLDAS/GLDAS_NOAH025_3H.A20210103.1200.021.nc4,55604,9558e25ce4118e188741ad074938a6ebc5625397831713eff928423f1dd422d5,Authors' repository sample files and GADM 4.1 boundaries -- https://github.com/MLOpenSourceOpenScience/disease_modeling_MLOS2
disease_modeling_MLOS2/Data/GLDAS/GLDAS_NOAH025_3H.A20210103.1500.021.nc4,55604,6817eeebb6b95ed20a95b78878df99afced0aa8e9e583ab41a2060e4228db5a6,Authors' repository sample files and GADM 4.1 boundaries -- https://github.com/MLOpenSourceOpenScience/disease_modeling_MLOS2
disease_modeling_MLOS2/Data/GLDAS/GLDAS_NOAH025_3H.A20210103.1800.021.nc4,55604,824c618698f02194e7475ea3956b36691078abd88e983e6d03248a25a2161701,Authors' repository sample files and GADM 4.1 boundaries -- https://github.com/MLOpenSourceOpenScience/disease_modeling_MLOS2
disease_modeling_MLOS2/Data/GLDAS/GLDAS_NOAH025_3H.A20210103.2100.021.nc4,55604,56d333cb0be15bafd2e4c5a286e5b71d7af24da1f27c4df010a39973f006f9c3,Authors' repository sample files and GADM 4.1 boundaries -- https://github.com/MLOpenSourceOpenScience/disease_modeling_MLOS2
disease_modeling_MLOS2/Data/GLDAS/GLDAS_NOAH025_3H.A20210104.0000.021.nc4,55604,80f3858d843166e0a1d3c3a204653b1c879525961a6b01960fd44950cae795ba,Authors' repository sample files and GADM 4.1 boundaries -- https://github.com/MLOpenSourceOpenScience/disease_modeling_MLOS2
disease_modeling_MLOS2/Data/GLDAS/GLDAS_NOAH025_3H.A20210104.0300.021.nc4,55995,cf7beb5c28e0e16bb13895b3ab18402a1dd9d6920f2e2bfeed508119703fd749,Authors' repository sample files and GADM 4.1 boundaries -- https://github.com/MLOpenSourceOpenScience/disease_modeling_MLOS2
disease_modeling_MLOS2/Data/GLDAS/GLDAS_NOAH025_3H.A20210104.0600.021.nc4,55988,6e35f950422b99588ebd2eb271db80b23652b0e3074a6c76cf4ea38eed7481ca,Authors' repository sample files and GADM 4.1 boundaries -- https://github.com/MLOpenSourceOpenScience/disease_modeling_MLOS2
disease_modeling_MLOS2/Data/GLDAS/GLDAS_NOAH025_3H.A20210104.0900.021.nc4,55980,3e2706121aa7945a506109a624321fe63e24e45563ce0e146b2e254608a2552d,Authors' repository sample files and GADM 4.1 boundaries -- https://github.com/MLOpenSourceOpenScience/disease_modeling_MLOS2
disease_modeling_MLOS2/Data/GLDAS/GLDAS_NOAH025_3H.A20210104.1200.021.nc4,55604,ba5d0cae1856fc392e592486d3b7c153ad44ed7f4f5407a8527b8c01a0bcbc49,Authors' repository sample files and GADM 4.1 boundaries -- https://github.com/MLOpenSourceOpenScience/disease_modeling_MLOS2
disease_modeling_MLOS2/Data/GLDAS/GLDAS_NOAH025_3H.A20210104.1500.021.nc4,55604,39a9dfe91adc4215beee5e98c8b10851ade26263ec086d15c84421bdf3ae834b,Authors' repository sample files and GADM 4.1 boundaries -- https://github.com/MLOpenSourceOpenScience/disease_modeling_MLOS2
disease_modeling_MLOS2/Data/GLDAS/GLDAS_NOAH025_3H.A20210104.1800.021.nc4,55604,732c6fc9feea72738fb0c8806a517e4aa3615567adc071c3c360e14dc4703fc3,Authors' repository sample files and GADM 4.1 boundaries -- https://github.com/MLOpenSourceOpenScience/disease_modeling_MLOS2
disease_modeling_MLOS2/Data/GLDAS/GLDAS_NOAH025_3H.A20210104.2100.021.nc4,55604,27a11992a1126deb4245638f5cf3359bee237b7641d8a09e0ef60f8e80fc1bc0,Authors' repository sample files and GADM 4.1 boundaries -- https://github.com/MLOpenSourceOpenScience/disease_modeling_MLOS2
disease_modeling_MLOS2/Data/GLDAS/GLDAS_NOAH025_3H.A20210105.0000.021.nc4,55604,3d34ebfa5e4e92b8207692db96f1ce9af68035b4814f297cf6942b4c47d94d66,Authors' repository sample files and GADM 4.1 boundaries -- https://github.com/MLOpenSourceOpenScience/disease_modeling_MLOS2
disease_modeling_MLOS2/Data/GLDAS/GLDAS_NOAH025_3H.A20210105.0300.021.nc4,55992,0bbc123d96effabcbafb95f545f3b654f7e3a8c717ef4d48ade9d0751da35406,Authors' repository sample files and GADM 4.1 boundaries -- https://github.com/MLOpenSourceOpenScience/disease_modeling_MLOS2
disease_modeling_MLOS2/Data/GLDAS/GLDAS_NOAH025_3H.A20210105.0600.021.nc4,55991,124705a77ef96a23292a0f532ab82c11fb3adb6fef47d4d3297807fbb60b7269,Authors' repository sample files and GADM 4.1 boundaries -- https://github.com/MLOpenSourceOpenScience/disease_modeling_MLOS2
disease_modeling_MLOS2/Data/GLDAS/GLDAS_NOAH025_3H.A20210105.0900.021.nc4,55604,eddaf0eb943bd728aa8ab5da0a80dbab8ee698b575f9474882f4273f3d67847f,Authors' repository sample files and GADM 4.1 boundaries -- https://github.com/MLOpenSourceOpenScience/disease_modeling_MLOS2
disease_modeling_MLOS2/Data/GLDAS/GLDAS_NOAH025_3H.A20210105.1200.021.nc4,55988,20a2adb55205ae221621db36c923f5bdc40fcacd0790ba4eca95fdc7630f25e0,Authors' repository sample files and GADM 4.1 boundaries -- https://github.com/MLOpenSourceOpenScience/disease_modeling_MLOS2
disease_modeling_MLOS2/Data/GLDAS/GLDAS_NOAH025_3H.A20210105.1500.021.nc4,55997,8dde7a7e73d220081d40a670021bbc88370455f77a7d98c4c2b827629cb5c786,Authors' repository sample files and GADM 4.1 boundaries -- https://github.com/MLOpenSourceOpenScience/disease_modeling_MLOS2
disease_modeling_MLOS2/Data/GLDAS/GLDAS_NOAH025_3H.A20210105.1800.021.nc4,55604,229c2f3b294e1dda4f9bc6845fa8c0e614c66d9c14fb0666e58a45b383be0103,Authors' repository sample files and GADM 4.1 boundaries -- https://github.com/MLOpenSourceOpenScience/disease_modeling_MLOS2
disease_modeling_MLOS2/Data/GLDAS/GLDAS_NOAH025_3H.A20210105.2100.021.nc4,55604,15bb6df39c3bebec84841cb68d904ff132a16537eba3162b1993bff2d10d3769,Authors' repository sample files and GADM 4.1 boundaries -- https://github.com/MLOpenSourceOpenScience/disease_modeling_MLOS2
disease_modeling_MLOS2/Data/GLDAS/GLDAS_NOAH025_3H.A20210106.0000.021.nc4,55604,06a4b141f21a19603cd4d3e4121b0a01fe6ac59ea0ee73eec12b62806855e3c0,Authors' repository sample files and GADM 4.1 boundaries -- https://github.com/MLOpenSourceOpenScience/disease_modeling_MLOS2
disease_modeling_MLOS2/Data/GLDAS/GLDAS_NOAH025_3H.A20210106.0300.021.nc4,55990,9e76950bb1d89eab7405bb49a7e0b90c057ced3b7ae0e1a9d4f569b185a95c94,Authors' repository sample files and GADM 4.1 boundaries -- https://github.com/MLOpenSourceOpenScience/disease_modeling_MLOS2
