arch,increment,origin,seed,RMSE,MAE,n_windows,n_artifact,RMSE_clean,MAE_clean,growth_max,growth_p99,growth_min
DCRNN,base,0.55,13,27.193193435668945,13.421667098999023,68,0,27.193193435668945,13.421667098999023,0.8115971088409424,0.2772374795831471,-0.9769718647003174
DCRNN,base,0.55,14,34.54029846191406,16.559167861938477,68,0,34.54029846191406,16.559167861938477,2.033402681350708,1.1173510587215423,-1.2766900062561035
DCRNN,base,0.55,15,29.8189697265625,14.397747993469238,68,0,29.8189697265625,14.397747993469238,1.1409709453582764,0.6849424839019775,-0.8924312591552734
DCRNN,base,0.55,16,27.66963005065918,13.685188293457031,68,0,27.66963005065918,13.685188293457031,0.8702850943212526,0.17977571487426758,-0.6647734642028809
DCRNN,base,0.55,17,31.74535369873047,15.45240306854248,68,0,31.74535369873047,15.45240306854248,1.523430585861206,0.9095494747161865,-1.333707571029663
DCRNN,base,0.55,18,32.802345275878906,15.379596710205078,68,0,32.802345275878906,15.379596710205078,1.556847333908081,0.5274062156677246,-0.9800510406494141
DCRNN,base,0.55,19,28.63792610168457,14.342663764953613,68,0,28.63792610168457,14.342663764953613,0.7507181384989958,0.4156312942504883,-1.0508308410644531
DCRNN,base,0.7,0,41.01689147949219,17.462331771850586,68,0,41.01689147949219,17.462331771850586,1.0236269235610962,0.4889021158218386,-0.9722585678100586
DCRNN,base,0.7,1,42.051910400390625,17.741769790649414,68,0,42.051910400390625,17.741769790649414,1.0067839622497559,0.4561094057559967,-1.015416145324707
DCRNN,base,0.7,2,45.97130584716797,18.89215087890625,68,0,45.97130584716797,18.89215087890625,0.750877857208252,0.4194159507751465,-0.7582225799560547
DCRNN,base,0.7,3,47.02811050415039,19.271364212036133,68,0,47.02811050415039,19.271364212036133,1.0018415451049805,0.4713456356454385,-1.2070727348327637
DCRNN,base,0.7,4,43.33052062988281,18.303220748901367,68,0,43.33052062988281,18.303220748901367,0.7996649742126465,0.34996729135513327,-0.8798315525054932
DCRNN,base,0.7,5,44.13870620727539,18.598508834838867,68,0,44.13870620727539,18.598508834838867,0.8112415147849816,0.4202327823638916,-1.1118831634521484
DCRNN,base,0.7,6,43.81062698364258,18.441394805908203,68,0,43.81062698364258,18.441394805908203,1.1223583221435547,0.4411979912360101,-0.9829351902008057
DCRNN,base,0.7,7,46.34840774536133,18.69220542907715,68,0,46.34840774536133,18.69220542907715,0.9856114387512207,0.5101527590902567,-1.104898452758789
DCRNN,base,0.7,8,42.71528625488281,17.96683120727539,68,0,42.71528625488281,17.96683120727539,1.2747981548309326,0.45547487735748304,-1.0853543281555176
DCRNN,base,0.7,9,40.84016418457031,17.069326400756836,68,0,40.84016418457031,17.069326400756836,0.6640481948852539,0.32632810044447524,-1.352968692779541
DCRNN,base,0.7,10,43.306915283203125,17.952518463134766,68,0,43.306915283203125,17.952518463134766,0.9124507904052734,0.4121291661262512,-0.8676426410675049
DCRNN,base,0.7,11,42.352989196777344,18.058223724365234,68,0,42.352989196777344,18.058223724365234,0.8525886535644531,0.3158810305595401,-0.9228692054748535
DCRNN,base,0.7,12,40.607696533203125,17.220224380493164,68,0,40.607696533203125,17.220224380493164,0.894040584564209,0.2812047004699707,-0.8958876132965088
DCRNN,base,0.7,13,48.838253021240234,19.49615478515625,68,0,48.838253021240234,19.49615478515625,0.7487411499023438,0.38748742818832527,-0.8307220935821533
DCRNN,base,0.7,14,45.93345260620117,18.453079223632812,68,0,45.93345260620117,18.453079223632812,1.6513850688934326,0.5701621576957159,-1.3432095050811768
DCRNN,base,0.7,15,42.01734924316406,18.057964324951172,68,0,42.01734924316406,18.057964324951172,0.9585695266723633,0.3052504568822195,-1.1277289390563965
DCRNN,base,0.7,16,43.013946533203125,17.698904037475586,68,0,43.013946533203125,17.698904037475586,1.063502207689127,0.33616065979003906,-1.2437963485717773
DCRNN,base,0.7,17,43.94187927246094,18.705244064331055,68,0,43.94187927246094,18.705244064331055,0.7242649235059506,0.3657383966445923,-1.0777788162231445
DCRNN,base,0.7,18,44.009483337402344,18.358600616455078,68,0,44.009483337402344,18.358600616455078,0.6281875239746784,0.3225711347846491,-0.9106438159942627
DCRNN,base,0.7,19,47.185787200927734,19.098663330078125,68,0,47.185787200927734,19.098663330078125,1.0070781707763672,0.4093523645401008,-1.1513051986694336
DCRNN,base,0.85,0,63.961036682128906,15.903172492980957,68,6,22.234790802001953,9.1220121383667,0.46421217918395996,0.22185468673706055,-0.5625841617584229
DCRNN,base,0.85,1,71.66716003417969,16.891145706176758,68,6,22.36323356628418,9.13483715057373,0.6734697818756104,0.24520659565925598,-0.9311670064926147
DCRNN,base,0.85,2,68.05754089355469,16.408302307128906,68,6,22.204092025756836,9.109663963317871,0.7870221138000488,0.19576396576907223,-0.7445521354675293
DCRNN,base,0.85,3,70.94631958007812,16.77251625061035,68,6,22.267433166503906,9.114749908447266,1.0660269260406494,0.3808078816559985,-1.0192623138427734
DCRNN,base,0.85,4,69.27367401123047,16.711366653442383,68,6,22.607343673706055,9.181256294250488,0.6077351570129395,0.2267402422428131,-0.7553443908691406
DCRNN,base,0.85,5,63.502113342285156,15.866415023803711,68,6,22.24964714050293,9.047297477722168,0.6668548583984375,0.20830801486969017,-0.5674159526824951
DCRNN,base,0.85,6,66.54425811767578,16.258243560791016,68,6,22.2379150390625,9.10163688659668,1.0332492589950562,0.28943465471268276,-1.1724201440811157
DCRNN,base,0.85,7,67.58922576904297,16.421253204345703,68,6,22.26780128479004,9.11893081665039,0.9248335361480713,0.23403048515319824,-0.5501645445342906
DCRNN,base,0.85,8,67.30790710449219,16.397966384887695,68,6,22.126583099365234,9.061552047729492,0.5040490627288818,0.1718144416809082,-0.9910387992858887
DCRNN,base,0.85,9,63.93742752075195,15.854877471923828,68,6,22.47869873046875,9.120758056640625,0.517784595489502,0.23216140270233154,-0.90793776512146
DCRNN,base,0.85,10,69.0105972290039,16.782451629638672,68,6,22.496829986572266,9.27834415435791,0.8492188453674316,0.32861434221267866,-1.1985859870910645
DCRNN,base,0.85,11,68.73167419433594,16.677793502807617,68,6,22.285003662109375,9.092436790466309,0.5580465793609619,0.18260914832622727,-0.5020961761474609
DCRNN,base,0.85,12,65.40276336669922,16.159732818603516,68,6,22.68655014038086,9.173121452331543,1.0641130208969116,0.1823105812072754,-0.8435994386672974
DCRNN,base,0.85,13,69.79139709472656,16.695539474487305,68,6,22.126256942749023,9.082027435302734,0.6113147735595703,0.13745116657095696,-0.7982161045074463
DCRNN,base,0.85,14,65.46714782714844,16.11204719543457,68,6,22.356107711791992,9.106993675231934,0.7247215509414673,0.37678706765174863,-1.1117346286773682
DCRNN,base,0.85,15,65.19779968261719,16.134140014648438,68,6,22.379762649536133,9.126809120178223,0.7364252805709839,0.11536444493810158,-0.9974756240844727
DCRNN,base,0.85,16,63.351806640625,15.902851104736328,68,6,22.82269287109375,9.180022239685059,0.31909775733947754,0.06925630569458008,-0.5170266628265381
DCRNN,base,0.85,17,63.6329460144043,15.873296737670898,68,6,22.382604598999023,9.10848331451416,0.49634718894958496,0.13275575876235962,-0.5476107597351074
DCRNN,base,0.85,18,62.59651184082031,15.700840950012207,68,6,22.290773391723633,9.095430374145508,0.541620135307312,0.12856340408325195,-0.6426903009414673
DCRNN,base,0.85,19,65.82981872558594,16.139272689819336,68,6,22.497962951660156,9.157511711120605,0.5685286521911621,0.22066620469093481,-0.8616199493408203
DCRNN,spatial,0.55,0,31.066951751708984,14.928396224975586,68,0,31.066951751708984,14.928396224975586,1.3450119495391846,0.41681683182716367,-1.3178808689117432
DCRNN,spatial,0.55,1,29.757232666015625,14.168776512145996,68,0,29.757232666015625,14.168776512145996,0.4548182487487793,0.18537023888524964,-0.7688369750976562
