horizon (weeks),CRPS,PICP,MPIW,paper CRPS,paper PICP,quick_test
1,15.251630155804444,0.9644444444444444,93.82277074012268,3.85,0.95,True
4,17.063089061983398,0.9748314606741573,126.61397724843485,5.91,0.93,True
