arch,increment,origin,seed,RMSE,MAE,n_windows,n_artifact,RMSE_clean,MAE_clean,PICP,MPIW
STGAT,temporal_attention,0.7,2,38.95332717895508,17.18056869506836,68,0,38.95332717895508,17.18056869506836,,
STGAT,temporal_attention,0.85,0,68.22046661376953,16.59314727783203,68,6,22.619916915893555,9.13143253326416,,
STGAT,temporal_attention,0.85,1,68.08496856689453,16.604578018188477,68,6,22.592937469482422,9.149514198303223,,
STGAT,temporal_attention,0.85,2,68.01957702636719,16.559589385986328,68,6,22.495725631713867,9.124418258666992,,
STGAT,huber,0.55,0,26.894554138183594,13.35927677154541,68,0,26.894554138183594,13.35927677154541,,
STGAT,huber,0.55,1,26.906558990478516,13.367751121520996,68,0,26.906558990478516,13.367751121520996,,
STGAT,huber,0.55,2,27.233308792114258,13.558626174926758,68,0,27.233308792114258,13.558626174926758,,
STGAT,huber,0.7,0,39.13164138793945,17.249000549316406,68,0,39.13164138793945,17.249000549316406,,
STGAT,huber,0.7,1,38.933937072753906,17.17285919189453,68,0,38.933937072753906,17.17285919189453,,
STGAT,huber,0.7,2,38.903480529785156,17.155475616455078,68,0,38.903480529785156,17.155475616455078,,
STGAT,huber,0.85,0,67.80964660644531,16.532800674438477,68,6,22.462841033935547,9.117021560668945,,
STGAT,huber,0.85,1,67.95626068115234,16.576475143432617,68,6,22.59153938293457,9.145733833312988,,
STGAT,huber,0.85,2,68.04676055908203,16.575754165649414,68,6,22.595163345336914,9.136941909790039,,
STGAT,probabilistic,0.55,0,26.841108322143555,13.24413776397705,68,0,26.841108322143555,13.24413776397705,0.9752941176470589,132.5009765625
STGAT,probabilistic,0.55,1,26.979961395263672,13.243926048278809,68,0,26.979961395263672,13.243926048278809,0.9782352941176471,139.46311950683594
STGAT,probabilistic,0.55,2,26.921096801757812,13.206819534301758,68,0,26.921096801757812,13.206819534301758,0.9768627450980392,134.45887756347656
STGAT,probabilistic,0.7,0,38.20682144165039,16.75582504272461,68,0,38.20682144165039,16.75582504272461,0.961764705882353,151.7040252685547
STGAT,probabilistic,0.7,1,38.58782958984375,16.757535934448242,68,0,38.58782958984375,16.757535934448242,0.9505882352941176,122.015625
STGAT,probabilistic,0.7,2,38.090328216552734,16.758268356323242,68,0,38.090328216552734,16.758268356323242,0.9568627450980393,136.5551300048828
STGAT,probabilistic,0.85,0,66.93949127197266,16.389429092407227,68,6,22.311777114868164,9.061258316040039,0.9354901960784314,100.5746841430664
STGAT,probabilistic,0.85,1,66.9867172241211,16.364343643188477,68,6,22.191316604614258,9.075454711914062,0.9347058823529412,92.92292022705078
STGAT,probabilistic,0.85,2,65.90214538574219,16.206640243530273,68,6,21.992088317871094,9.030574798583984,0.9384313725490196,95.39582824707031
