district,covariate,lag,r
Moneragala,era5_temperature_2m_min,12,0.05256647373460049
Moneragala,era5_temperature_2m_min,13,0.05648417832119751
Moneragala,era5_temperature_2m_min,14,0.034135970706437174
Moneragala,era5_temperature_2m_min,15,0.040273357824727476
Moneragala,era5_temperature_2m_min,16,0.03672751440054231
Moneragala,era5_temperature_2m_min,17,0.032282355504590785
Moneragala,era5_temperature_2m_min,18,0.026671210533926546
Moneragala,era5_temperature_2m_min,19,0.01911041697721549
Moneragala,era5_temperature_2m_min,20,0.039745865068068466
Mullaitivu,era5_temperature_2m_min,2,0.005809582112677088
Mullaitivu,era5_temperature_2m_min,3,0.01922802811224921
Mullaitivu,era5_temperature_2m_min,4,-0.002061585478814456
Mullaitivu,era5_temperature_2m_min,5,0.0068427985174821255
Mullaitivu,era5_temperature_2m_min,6,0.018823567871872407
Mullaitivu,era5_temperature_2m_min,7,0.03308446126049192
Mullaitivu,era5_temperature_2m_min,8,0.01967563102728182
Mullaitivu,era5_temperature_2m_min,9,0.04031055104590913
Mullaitivu,era5_temperature_2m_min,10,0.01129431366178874
Mullaitivu,era5_temperature_2m_min,11,0.009130001293395328
Mullaitivu,era5_temperature_2m_min,12,0.017980586232339908
Mullaitivu,era5_temperature_2m_min,13,0.02144200303542462
Mullaitivu,era5_temperature_2m_min,14,-0.006110791179947606
Mullaitivu,era5_temperature_2m_min,15,0.012561759718963759
Mullaitivu,era5_temperature_2m_min,16,0.014725807545887528
Mullaitivu,era5_temperature_2m_min,17,0.0098187745852354
Mullaitivu,era5_temperature_2m_min,18,-0.039850626440826355
Mullaitivu,era5_temperature_2m_min,19,-0.065974801232014
Mullaitivu,era5_temperature_2m_min,20,-0.04667980342192087
NuwaraEliya,era5_temperature_2m_min,2,0.18041339077046026
NuwaraEliya,era5_temperature_2m_min,3,0.2063109219605997
NuwaraEliya,era5_temperature_2m_min,4,0.224627800793335
NuwaraEliya,era5_temperature_2m_min,5,0.2831550602721129
NuwaraEliya,era5_temperature_2m_min,6,0.2412794048008154
NuwaraEliya,era5_temperature_2m_min,7,0.2533603038373634
NuwaraEliya,era5_temperature_2m_min,8,0.2459134019575146
NuwaraEliya,era5_temperature_2m_min,9,0.21849623272601623
NuwaraEliya,era5_temperature_2m_min,10,0.1813904082670348
NuwaraEliya,era5_temperature_2m_min,11,0.16978020020851042
NuwaraEliya,era5_temperature_2m_min,12,0.1416205657461434
NuwaraEliya,era5_temperature_2m_min,13,0.07770915799182994
NuwaraEliya,era5_temperature_2m_min,14,0.062249506759360515
NuwaraEliya,era5_temperature_2m_min,15,0.05092815928234032
NuwaraEliya,era5_temperature_2m_min,16,-0.03479971558563085
NuwaraEliya,era5_temperature_2m_min,17,-0.034952603505602774
NuwaraEliya,era5_temperature_2m_min,18,-0.05152629720073004
NuwaraEliya,era5_temperature_2m_min,19,-0.10042396728520293
NuwaraEliya,era5_temperature_2m_min,20,-0.07256284292803505
Polonnaruwa,era5_temperature_2m_min,2,0.06947169990890953
Polonnaruwa,era5_temperature_2m_min,3,0.08255046388361927
Polonnaruwa,era5_temperature_2m_min,4,0.08210505450500971
Polonnaruwa,era5_temperature_2m_min,5,0.10688025974919588
Polonnaruwa,era5_temperature_2m_min,6,0.10432532532701559
Polonnaruwa,era5_temperature_2m_min,7,0.11949629409012164
Polonnaruwa,era5_temperature_2m_min,8,0.134116415422922
Polonnaruwa,era5_temperature_2m_min,9,0.10480692813097502
Polonnaruwa,era5_temperature_2m_min,10,0.10350438741004643
Polonnaruwa,era5_temperature_2m_min,11,0.1286758012260098
Polonnaruwa,era5_temperature_2m_min,12,0.11592797056728102
Polonnaruwa,era5_temperature_2m_min,13,0.09950669117108735
Polonnaruwa,era5_temperature_2m_min,14,0.08456593741066941
Polonnaruwa,era5_temperature_2m_min,15,0.06502283883299993
Polonnaruwa,era5_temperature_2m_min,16,0.0683081250957061
Polonnaruwa,era5_temperature_2m_min,17,0.07312194737299671
Polonnaruwa,era5_temperature_2m_min,18,0.0804440192210033
Polonnaruwa,era5_temperature_2m_min,19,0.04280159834432086
Polonnaruwa,era5_temperature_2m_min,20,0.05159270258860257
Puttalam,era5_temperature_2m_min,2,-0.05204633550286073
Puttalam,era5_temperature_2m_min,3,-0.04176179653639034
Puttalam,era5_temperature_2m_min,4,-0.026954316901381174
Puttalam,era5_temperature_2m_min,5,-0.006215114063194549
Puttalam,era5_temperature_2m_min,6,-0.005005702004554088
Puttalam,era5_temperature_2m_min,7,0.035901481296150284
Puttalam,era5_temperature_2m_min,8,0.015472251807506783
Puttalam,era5_temperature_2m_min,9,0.020892581178364934
Puttalam,era5_temperature_2m_min,10,0.01774540134127284
Puttalam,era5_temperature_2m_min,11,0.014201691228137213
Puttalam,era5_temperature_2m_min,12,0.03738386835996299
Puttalam,era5_temperature_2m_min,13,0.0426276062283703
Puttalam,era5_temperature_2m_min,14,0.04141608436127072
Puttalam,era5_temperature_2m_min,15,0.039654383614684915
Puttalam,era5_temperature_2m_min,16,0.0171673978856521
Puttalam,era5_temperature_2m_min,17,-0.0025099984317614806
Puttalam,era5_temperature_2m_min,18,0.022050443267272433
Puttalam,era5_temperature_2m_min,19,-0.01205218094177412
Puttalam,era5_temperature_2m_min,20,-0.009853222466255486
Ratnapura,era5_temperature_2m_min,2,0.2837461652362597
Ratnapura,era5_temperature_2m_min,3,0.2752880640015153
Ratnapura,era5_temperature_2m_min,4,0.26839066619131924
Ratnapura,era5_temperature_2m_min,5,0.30975986339924666
Ratnapura,era5_temperature_2m_min,6,0.26984995660646444
Ratnapura,era5_temperature_2m_min,7,0.2850525455350788
Ratnapura,era5_temperature_2m_min,8,0.2497635573325659
Ratnapura,era5_temperature_2m_min,9,0.23815410850712726
Ratnapura,era5_temperature_2m_min,10,0.18636800737169734
Ratnapura,era5_temperature_2m_min,11,0.13804119802762607
Ratnapura,era5_temperature_2m_min,12,0.09695220468043216
Ratnapura,era5_temperature_2m_min,13,0.049591638094133854
Ratnapura,era5_temperature_2m_min,14,0.010614343354122655
Ratnapura,era5_temperature_2m_min,15,-0.03272584098835449
Ratnapura,era5_temperature_2m_min,16,-0.09021104236629045
Ratnapura,era5_temperature_2m_min,17,-0.11458998091199134
Ratnapura,era5_temperature_2m_min,18,-0.14322752919011558
Ratnapura,era5_temperature_2m_min,19,-0.16516040660214992
Ratnapura,era5_temperature_2m_min,20,-0.1955959112345545
Trincomalee,era5_temperature_2m_min,2,-0.32825729121176805
Trincomalee,era5_temperature_2m_min,3,-0.35897684814251724
Trincomalee,era5_temperature_2m_min,4,-0.40444854715336953
Trincomalee,era5_temperature_2m_min,5,-0.44027256580798646
Trincomalee,era5_temperature_2m_min,6,-0.47380538342265666
Trincomalee,era5_temperature_2m_min,7,-0.4809480254385825
Trincomalee,era5_temperature_2m_min,8,-0.47514836645947794
Trincomalee,era5_temperature_2m_min,9,-0.49473513759279303
Trincomalee,era5_temperature_2m_min,10,-0.5176895175369501
Trincomalee,era5_temperature_2m_min,11,-0.505752852412702
Trincomalee,era5_temperature_2m_min,12,-0.49453113691538103
Trincomalee,era5_temperature_2m_min,13,-0.46927317234037647
Trincomalee,era5_temperature_2m_min,14,-0.4397718355535053
Trincomalee,era5_temperature_2m_min,15,-0.41206879158682125
Trincomalee,era5_temperature_2m_min,16,-0.37496626400561
Trincomalee,era5_temperature_2m_min,17,-0.35165619596714853
Trincomalee,era5_temperature_2m_min,18,-0.30067370926449866
Trincomalee,era5_temperature_2m_min,19,-0.2359760102825166
Trincomalee,era5_temperature_2m_min,20,-0.20583124354613538
Vavuniya,era5_temperature_2m_min,2,-0.10391237627305726
Vavuniya,era5_temperature_2m_min,3,-0.088311023089657
Vavuniya,era5_temperature_2m_min,4,-0.11922616986341734
Vavuniya,era5_temperature_2m_min,5,-0.12159342246358941
Vavuniya,era5_temperature_2m_min,6,-0.10570912222635825
Vavuniya,era5_temperature_2m_min,7,-0.090140359178708
Vavuniya,era5_temperature_2m_min,8,-0.09907671668203386
Vavuniya,era5_temperature_2m_min,9,-0.07816165369258976
Vavuniya,era5_temperature_2m_min,10,-0.07136625800535469
Vavuniya,era5_temperature_2m_min,11,-0.04928472598122757
Vavuniya,era5_temperature_2m_min,12,-0.06445631303603763
Vavuniya,era5_temperature_2m_min,13,-0.06759567282045434
Vavuniya,era5_temperature_2m_min,14,-0.056905030825535274
Vavuniya,era5_temperature_2m_min,15,-0.043701695482479215
Vavuniya,era5_temperature_2m_min,16,-0.05200610747176606
Vavuniya,era5_temperature_2m_min,17,-0.039806279827116625
Vavuniya,era5_temperature_2m_min,18,-0.04883851661442765
Vavuniya,era5_temperature_2m_min,19,-0.04188314791600165
Vavuniya,era5_temperature_2m_min,20,-0.039617370788083583
Ampara,era5_temperature_2m_max,2,0.08071270259096433
Ampara,era5_temperature_2m_max,3,0.061556514248874226
Ampara,era5_temperature_2m_max,4,0.05939265323661845
Ampara,era5_temperature_2m_max,5,0.06257254252681559
Ampara,era5_temperature_2m_max,6,0.07139873692057833
Ampara,era5_temperature_2m_max,7,0.02678176864109375
Ampara,era5_temperature_2m_max,8,0.017882402283341366
Ampara,era5_temperature_2m_max,9,0.0032726793388506486
Ampara,era5_temperature_2m_max,10,0.01498925031362645
Ampara,era5_temperature_2m_max,11,-0.006481936901992214
Ampara,era5_temperature_2m_max,12,-0.006607212001375913
Ampara,era5_temperature_2m_max,13,-0.014365300105293854
Ampara,era5_temperature_2m_max,14,-0.022007994568505173
Ampara,era5_temperature_2m_max,15,-0.04107576113215936
Ampara,era5_temperature_2m_max,16,-0.048515648312922294
Ampara,era5_temperature_2m_max,17,-0.02338030740159837
Ampara,era5_temperature_2m_max,18,-0.054209159513346504
Ampara,era5_temperature_2m_max,19,-0.06821550094594359
Ampara,era5_temperature_2m_max,20,-0.06316986150719192
Anuradhapura,era5_temperature_2m_max,2,-0.09451921468845834
Anuradhapura,era5_temperature_2m_max,3,-0.1418973374637576
Anuradhapura,era5_temperature_2m_max,4,-0.11927698612275801
Anuradhapura,era5_temperature_2m_max,5,-0.13122462639667862
Anuradhapura,era5_temperature_2m_max,6,-0.16161508490205312
Anuradhapura,era5_temperature_2m_max,7,-0.15396289079466102
Anuradhapura,era5_temperature_2m_max,8,-0.1177055866479655
Anuradhapura,era5_temperature_2m_max,9,-0.07026921787067891
Anuradhapura,era5_temperature_2m_max,10,-0.010910438869197193
Anuradhapura,era5_temperature_2m_max,11,0.015779002728235465
Anuradhapura,era5_temperature_2m_max,12,0.034049780313219355
Anuradhapura,era5_temperature_2m_max,13,0.09905259291713456
Anuradhapura,era5_temperature_2m_max,14,0.1563991379717566
Anuradhapura,era5_temperature_2m_max,15,0.14675537942756586
Anuradhapura,era5_temperature_2m_max,16,0.15801226064931956
Anuradhapura,era5_temperature_2m_max,17,0.1499086773553033
Anuradhapura,era5_temperature_2m_max,18,0.11591901344118904
Anuradhapura,era5_temperature_2m_max,19,0.129824281221264
Anuradhapura,era5_temperature_2m_max,20,0.12156007515989191
Badulla,era5_temperature_2m_max,2,0.13603563304157976
Badulla,era5_temperature_2m_max,3,0.14157243718917842
Badulla,era5_temperature_2m_max,4,0.17877164684452013
Badulla,era5_temperature_2m_max,5,0.1998472155059571
Badulla,era5_temperature_2m_max,6,0.23306879896047283
Badulla,era5_temperature_2m_max,7,0.26509425952094395
Badulla,era5_temperature_2m_max,8,0.25900809646633166
Badulla,era5_temperature_2m_max,9,0.26000636612791905
Badulla,era5_temperature_2m_max,10,0.3115792917355991
Badulla,era5_temperature_2m_max,11,0.3506248727101864
Badulla,era5_temperature_2m_max,12,0.36809670741309736
Badulla,era5_temperature_2m_max,13,0.38738131276855636
Badulla,era5_temperature_2m_max,14,0.4123813375660898
Badulla,era5_temperature_2m_max,15,0.3921704122646598
Badulla,era5_temperature_2m_max,16,0.3969763490175995
Badulla,era5_temperature_2m_max,17,0.3567163870088087
Badulla,era5_temperature_2m_max,18,0.33956213288830084
Badulla,era5_temperature_2m_max,19,0.31830438753285456
Badulla,era5_temperature_2m_max,20,0.28544151747312624
Batticaloa,era5_temperature_2m_max,2,-0.29803578893049887
Batticaloa,era5_temperature_2m_max,3,-0.34724198541319407
Batticaloa,era5_temperature_2m_max,4,-0.3996986449210312
Batticaloa,era5_temperature_2m_max,5,-0.4288417857178112
Batticaloa,era5_temperature_2m_max,6,-0.4467116042005196
Batticaloa,era5_temperature_2m_max,7,-0.45872071393261477
Batticaloa,era5_temperature_2m_max,8,-0.46963034901886436
Batticaloa,era5_temperature_2m_max,9,-0.46761971468606267
Batticaloa,era5_temperature_2m_max,10,-0.4712132203689955
Batticaloa,era5_temperature_2m_max,11,-0.4665338174499593
Batticaloa,era5_temperature_2m_max,12,-0.47301659593156725
Batticaloa,era5_temperature_2m_max,13,-0.4488672008543376
Batticaloa,era5_temperature_2m_max,14,-0.4109903741215225
Batticaloa,era5_temperature_2m_max,15,-0.3662625922640187
Batticaloa,era5_temperature_2m_max,16,-0.3441552982439046
Batticaloa,era5_temperature_2m_max,17,-0.3060936104865146
Batticaloa,era5_temperature_2m_max,18,-0.24445865477606737
Batticaloa,era5_temperature_2m_max,19,-0.2038825780255407
Batticaloa,era5_temperature_2m_max,20,-0.1492152669880939
Colombo,era5_temperature_2m_max,2,-0.2207225521997106
Colombo,era5_temperature_2m_max,3,-0.25306181288054647
Colombo,era5_temperature_2m_max,4,-0.2579782957134791
Colombo,era5_temperature_2m_max,5,-0.2557465775507401
Colombo,era5_temperature_2m_max,6,-0.2584747090906113
Colombo,era5_temperature_2m_max,7,-0.23141082137280428
Colombo,era5_temperature_2m_max,8,-0.18130509752694096
Colombo,era5_temperature_2m_max,9,-0.15708320610428528
Colombo,era5_temperature_2m_max,10,-0.11268267583125163
Colombo,era5_temperature_2m_max,11,-0.052194645925988596
Colombo,era5_temperature_2m_max,12,-0.020723895788919786
Colombo,era5_temperature_2m_max,13,0.03812869531752089
Colombo,era5_temperature_2m_max,14,0.06273197999825748
Colombo,era5_temperature_2m_max,15,0.0861852280698311
Colombo,era5_temperature_2m_max,16,0.09807131896766993
Colombo,era5_temperature_2m_max,17,0.10828785114559542
Colombo,era5_temperature_2m_max,18,0.06949972772741062
Colombo,era5_temperature_2m_max,19,0.08814539192310185
Colombo,era5_temperature_2m_max,20,0.05520538144896593
Galle,era5_temperature_2m_max,2,-0.22146912430659438
Galle,era5_temperature_2m_max,3,-0.21123549075587394
Galle,era5_temperature_2m_max,4,-0.2069672786971005
Galle,era5_temperature_2m_max,5,-0.19678883959100613
Galle,era5_temperature_2m_max,6,-0.17090509708959423
Galle,era5_temperature_2m_max,7,-0.1465578151638141
Galle,era5_temperature_2m_max,8,-0.126415189168614
Galle,era5_temperature_2m_max,9,-0.10236079854860826
Galle,era5_temperature_2m_max,10,-0.09121875357592191
Galle,era5_temperature_2m_max,11,-0.015174774791424083
Galle,era5_temperature_2m_max,12,-0.013991283979421051
Galle,era5_temperature_2m_max,13,0.030902287406736947
Galle,era5_temperature_2m_max,14,0.04659759258508582
Galle,era5_temperature_2m_max,15,0.04733997527334134
Galle,era5_temperature_2m_max,16,0.09791918775880631
Galle,era5_temperature_2m_max,17,0.07844937755301856
Galle,era5_temperature_2m_max,18,0.04706316003486495
Galle,era5_temperature_2m_max,19,0.02597498909776588
Galle,era5_temperature_2m_max,20,0.003557092800554888
Gampaha,era5_temperature_2m_max,2,-0.2116817928879576
Gampaha,era5_temperature_2m_max,3,-0.22893995561902983
Gampaha,era5_temperature_2m_max,4,-0.24970556955902218
Gampaha,era5_temperature_2m_max,5,-0.278469657860754
Gampaha,era5_temperature_2m_max,6,-0.2922753576331288
Gampaha,era5_temperature_2m_max,7,-0.2965216901255611
Gampaha,era5_temperature_2m_max,8,-0.26815123134350727
Gampaha,era5_temperature_2m_max,9,-0.26296612201521424
Gampaha,era5_temperature_2m_max,10,-0.2143896697765487
Gampaha,era5_temperature_2m_max,11,-0.1891026141215083
Gampaha,era5_temperature_2m_max,12,-0.1407622453907573
Gampaha,era5_temperature_2m_max,13,-0.08280133221276645
Gampaha,era5_temperature_2m_max,14,-0.06875183326457972
Gampaha,era5_temperature_2m_max,15,-0.044038195136365345
Gampaha,era5_temperature_2m_max,16,-0.01757245289604722
Gampaha,era5_temperature_2m_max,17,0.04006739033634966
Gampaha,era5_temperature_2m_max,18,0.03683981459126824
Gampaha,era5_temperature_2m_max,19,0.06312566489469083
Gampaha,era5_temperature_2m_max,20,0.07842490023127449
Hambantota,era5_temperature_2m_max,2,-0.0674131296881803
Hambantota,era5_temperature_2m_max,3,-0.06996459746978413
Hambantota,era5_temperature_2m_max,4,-0.05680029483759397
Hambantota,era5_temperature_2m_max,5,-0.06596076964513133
Hambantota,era5_temperature_2m_max,6,-0.054368743832844825
Hambantota,era5_temperature_2m_max,7,-0.04971398479633852
Hambantota,era5_temperature_2m_max,8,-0.0306153700342985
Hambantota,era5_temperature_2m_max,9,-0.008081479291789793
Hambantota,era5_temperature_2m_max,10,0.07083699466642261
Hambantota,era5_temperature_2m_max,11,0.10942149781888931
Hambantota,era5_temperature_2m_max,12,0.14605471036802345
Hambantota,era5_temperature_2m_max,13,0.19993612890399884
Hambantota,era5_temperature_2m_max,14,0.24856385993790173
Hambantota,era5_temperature_2m_max,15,0.28496072635641057
Hambantota,era5_temperature_2m_max,16,0.27921899976817566
Hambantota,era5_temperature_2m_max,17,0.297459536639527
Hambantota,era5_temperature_2m_max,18,0.31538685612664885
Hambantota,era5_temperature_2m_max,19,0.315422555224466
Hambantota,era5_temperature_2m_max,20,0.3102118220509327
Jaffna,era5_temperature_2m_max,2,-0.37131025663839434
Jaffna,era5_temperature_2m_max,3,-0.3613772457795325
Jaffna,era5_temperature_2m_max,4,-0.3478199317784052
Jaffna,era5_temperature_2m_max,5,-0.3074395607929603
Jaffna,era5_temperature_2m_max,6,-0.2550831153631574
Jaffna,era5_temperature_2m_max,7,-0.20426074058539845
Jaffna,era5_temperature_2m_max,8,-0.1491449633909194
Jaffna,era5_temperature_2m_max,9,-0.07991789441338043
Jaffna,era5_temperature_2m_max,10,-0.032455430726151244
Jaffna,era5_temperature_2m_max,11,0.02443131921324739
Jaffna,era5_temperature_2m_max,12,0.07200429283632478
Jaffna,era5_temperature_2m_max,13,0.1183312936707766
Jaffna,era5_temperature_2m_max,14,0.15131731267657522
Jaffna,era5_temperature_2m_max,15,0.170574991607814
Jaffna,era5_temperature_2m_max,16,0.18601441466190688
Jaffna,era5_temperature_2m_max,17,0.2063623531443055
Jaffna,era5_temperature_2m_max,18,0.22022472101099191
Jaffna,era5_temperature_2m_max,19,0.2167698899139963
Jaffna,era5_temperature_2m_max,20,0.21305601892900453
Kalutara,era5_temperature_2m_max,2,-0.2000530891278177
Kalutara,era5_temperature_2m_max,3,-0.1931233906183125
Kalutara,era5_temperature_2m_max,4,-0.18674480184542497
Kalutara,era5_temperature_2m_max,5,-0.2281268700683805
Kalutara,era5_temperature_2m_max,6,-0.23999452587933523
Kalutara,era5_temperature_2m_max,7,-0.24350635714630164
Kalutara,era5_temperature_2m_max,8,-0.2456460019359142
Kalutara,era5_temperature_2m_max,9,-0.2184205930821733
Kalutara,era5_temperature_2m_max,10,-0.1847230505134304
Kalutara,era5_temperature_2m_max,11,-0.16206721824297868
Kalutara,era5_temperature_2m_max,12,-0.11239939942960898
Kalutara,era5_temperature_2m_max,13,-0.09681629557138008
Kalutara,era5_temperature_2m_max,14,-0.04594677731694155
Kalutara,era5_temperature_2m_max,15,-0.043975069460303134
Kalutara,era5_temperature_2m_max,16,-0.0064647660759748924
Kalutara,era5_temperature_2m_max,17,-0.00019110186328834698
Kalutara,era5_temperature_2m_max,18,-0.0003232613989962025
Kalutara,era5_temperature_2m_max,19,-0.02131785362257486
Kalutara,era5_temperature_2m_max,20,-0.05378537702463505
Kandy,era5_temperature_2m_max,2,-0.04099432659179252
Kandy,era5_temperature_2m_max,3,0.020418293848701235
Kandy,era5_temperature_2m_max,4,0.06327578180981087
Kandy,era5_temperature_2m_max,5,0.09311562865137489
Kandy,era5_temperature_2m_max,6,0.14250469466110574
Kandy,era5_temperature_2m_max,7,0.20692328043096314
Kandy,era5_temperature_2m_max,8,0.24884418782892032
Kandy,era5_temperature_2m_max,9,0.30422011904960283
Kandy,era5_temperature_2m_max,10,0.35357912329434166
Kandy,era5_temperature_2m_max,11,0.3783997408660005
Kandy,era5_temperature_2m_max,12,0.38005338898186797
Kandy,era5_temperature_2m_max,13,0.4259594734440276
Kandy,era5_temperature_2m_max,14,0.4141380088824802
Kandy,era5_temperature_2m_max,15,0.4137562357151231
Kandy,era5_temperature_2m_max,16,0.3864689611228799
Kandy,era5_temperature_2m_max,17,0.33526847067265386
Kandy,era5_temperature_2m_max,18,0.3095802287090495
Kandy,era5_temperature_2m_max,19,0.25931005365770815
Kandy,era5_temperature_2m_max,20,0.2196491478347071
Kegalle,era5_temperature_2m_max,2,-0.1790786813622043
Kegalle,era5_temperature_2m_max,3,-0.14606192823495553
Kegalle,era5_temperature_2m_max,4,-0.10587990531038796
Kegalle,era5_temperature_2m_max,5,-0.11657936172057011
Kegalle,era5_temperature_2m_max,6,-0.08033073113992409
Kegalle,era5_temperature_2m_max,7,-0.054141317566288455
Kegalle,era5_temperature_2m_max,8,-0.01277326547366623
Kegalle,era5_temperature_2m_max,9,0.04704390894839835
Kegalle,era5_temperature_2m_max,10,0.08246838786649867
Kegalle,era5_temperature_2m_max,11,0.11820482450192936
Kegalle,era5_temperature_2m_max,12,0.16008087010674524
Kegalle,era5_temperature_2m_max,13,0.20159854777366734
Kegalle,era5_temperature_2m_max,14,0.19116407960781145
Kegalle,era5_temperature_2m_max,15,0.23211838357159525
Kegalle,era5_temperature_2m_max,16,0.23845172742634635
Kegalle,era5_temperature_2m_max,17,0.23816862464231825
Kegalle,era5_temperature_2m_max,18,0.21393787585487478
Kegalle,era5_temperature_2m_max,19,0.21108819944234433
Kegalle,era5_temperature_2m_max,20,0.17225829068980575
Kilinochchi,era5_temperature_2m_max,2,-0.08087072357559552
Kilinochchi,era5_temperature_2m_max,3,-0.1119560028420144
Kilinochchi,era5_temperature_2m_max,4,-0.11653323987081304
Kilinochchi,era5_temperature_2m_max,5,-0.1268496061930182
Kilinochchi,era5_temperature_2m_max,6,-0.13049143197358998
Kilinochchi,era5_temperature_2m_max,7,-0.10024733706458058
Kilinochchi,era5_temperature_2m_max,8,-0.14069572726158047
Kilinochchi,era5_temperature_2m_max,9,-0.10463526860122181
Kilinochchi,era5_temperature_2m_max,10,-0.06265479628764131
Kilinochchi,era5_temperature_2m_max,11,-0.031820536445414355
Kilinochchi,era5_temperature_2m_max,12,-0.047594639604310415
Kilinochchi,era5_temperature_2m_max,13,-0.008667701592994712
Kilinochchi,era5_temperature_2m_max,14,0.027554375000957164
Kilinochchi,era5_temperature_2m_max,15,0.03162278509722994
Kilinochchi,era5_temperature_2m_max,16,0.008442363216929743
Kilinochchi,era5_temperature_2m_max,17,0.01653150074983545
Kilinochchi,era5_temperature_2m_max,18,0.006989883766630554
Kilinochchi,era5_temperature_2m_max,19,-0.01788956050705108
Kilinochchi,era5_temperature_2m_max,20,-0.038446225765762315
Kurunegala,era5_temperature_2m_max,2,-0.1566572523123049
Kurunegala,era5_temperature_2m_max,3,-0.15638913301302867
Kurunegala,era5_temperature_2m_max,4,-0.12578114562568657
Kurunegala,era5_temperature_2m_max,5,-0.11752484547708751
Kurunegala,era5_temperature_2m_max,6,-0.06902413418569105
Kurunegala,era5_temperature_2m_max,7,-0.03733755777903672
Kurunegala,era5_temperature_2m_max,8,0.031947527504815665
Kurunegala,era5_temperature_2m_max,9,0.08856512069334571
Kurunegala,era5_temperature_2m_max,10,0.15303801417073462
Kurunegala,era5_temperature_2m_max,11,0.21269740041732527
Kurunegala,era5_temperature_2m_max,12,0.2711776587773115
Kurunegala,era5_temperature_2m_max,13,0.3300638926491977
Kurunegala,era5_temperature_2m_max,14,0.37182184264555923
Kurunegala,era5_temperature_2m_max,15,0.3834092944971299
Kurunegala,era5_temperature_2m_max,16,0.3810305505923701
Kurunegala,era5_temperature_2m_max,17,0.37340193760660073
Kurunegala,era5_temperature_2m_max,18,0.35550347472465943
Kurunegala,era5_temperature_2m_max,19,0.3094965092305314
Kurunegala,era5_temperature_2m_max,20,0.25431919017246185
Mannar,era5_temperature_2m_max,2,-0.19200575233078165
Mannar,era5_temperature_2m_max,3,-0.20885299931911988
Mannar,era5_temperature_2m_max,4,-0.17936075191455778
Mannar,era5_temperature_2m_max,5,-0.19281922906411583
Mannar,era5_temperature_2m_max,6,-0.20357178301242326
Mannar,era5_temperature_2m_max,7,-0.1749127982779632
Mannar,era5_temperature_2m_max,8,-0.1610354970698874
Mannar,era5_temperature_2m_max,9,-0.10831355797282963
Mannar,era5_temperature_2m_max,10,-0.060892089612643356
Mannar,era5_temperature_2m_max,11,-0.03509184319674238
Mannar,era5_temperature_2m_max,12,-0.013241694338649747
Mannar,era5_temperature_2m_max,13,0.030133318747237608
Mannar,era5_temperature_2m_max,14,0.08898231443801932
Mannar,era5_temperature_2m_max,15,0.0927960796139017
Mannar,era5_temperature_2m_max,16,0.08848056816693346
Mannar,era5_temperature_2m_max,17,0.09258768996692186
Mannar,era5_temperature_2m_max,18,0.10566877273341804
Mannar,era5_temperature_2m_max,19,0.10415426909144819
Mannar,era5_temperature_2m_max,20,0.08177425211521891
Matale,era5_temperature_2m_max,2,-0.10891287329155692
Matale,era5_temperature_2m_max,3,-0.08042426315543709
Matale,era5_temperature_2m_max,4,-0.06517228419682085
Matale,era5_temperature_2m_max,5,-0.06417664806420491
Matale,era5_temperature_2m_max,6,-0.027728283064372892
Matale,era5_temperature_2m_max,7,0.014607553566330566
Matale,era5_temperature_2m_max,8,0.04791219742003691
Matale,era5_temperature_2m_max,9,0.10908657762445971
Matale,era5_temperature_2m_max,10,0.1443183192005637
Matale,era5_temperature_2m_max,11,0.20245693859719063
Matale,era5_temperature_2m_max,12,0.18720631797432552
Matale,era5_temperature_2m_max,13,0.2599767687888987
Matale,era5_temperature_2m_max,14,0.28272758749634946
Matale,era5_temperature_2m_max,15,0.2680093441941198
Matale,era5_temperature_2m_max,16,0.2439855191487216
Matale,era5_temperature_2m_max,17,0.24169471460900105
Matale,era5_temperature_2m_max,18,0.1955465948378168
Matale,era5_temperature_2m_max,19,0.15224467264836836
Matale,era5_temperature_2m_max,20,0.11583021919059587
Matara,era5_temperature_2m_max,2,-0.26490630563821976
Matara,era5_temperature_2m_max,3,-0.28827124915741
Matara,era5_temperature_2m_max,4,-0.2660915435253231
Matara,era5_temperature_2m_max,5,-0.26094356220774034
Matara,era5_temperature_2m_max,6,-0.2598641544009743
Matara,era5_temperature_2m_max,7,-0.24522541315207705
Matara,era5_temperature_2m_max,8,-0.22937803242403504
Matara,era5_temperature_2m_max,9,-0.21765995383426998
Matara,era5_temperature_2m_max,10,-0.16544891286393038
Matara,era5_temperature_2m_max,11,-0.08312723367641263
Matara,era5_temperature_2m_max,12,-0.06648955933182982
Matara,era5_temperature_2m_max,13,-0.019293559343751564
Matara,era5_temperature_2m_max,14,0.020482668346663804
Matara,era5_temperature_2m_max,15,0.056659510725584235
Matara,era5_temperature_2m_max,16,0.07127668880548735
Matara,era5_temperature_2m_max,17,0.11595082435340581
Matara,era5_temperature_2m_max,18,0.11514514209570711
Matara,era5_temperature_2m_max,19,0.1171311744821291
Matara,era5_temperature_2m_max,20,0.12453982238341665
Moneragala,era5_temperature_2m_max,2,0.012770468084864305
Moneragala,era5_temperature_2m_max,3,0.010066973707614208
Moneragala,era5_temperature_2m_max,4,0.010865127367704227
Moneragala,era5_temperature_2m_max,5,-0.007600649072636199
Moneragala,era5_temperature_2m_max,6,-0.015109548851209685
